WKT,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((103769.85666736 192940.226720676,103772.261574432 192933.015648481,103775.685991897 192911.095227269),(103699.945551584 192957.844089131,103681.679388625 192934.995481263),(103699.945551584 192957.844089131,103709.36074479 192954.239684421,103733.79797097 192960.65308858,103737.603343597 192962.857228553),(103949.885284942 192957.947165902,103948.667819701 192956.29442295,103948.233092274 192954.815471328,103948.233372907 192953.249987827,103948.146519542 192952.118946375,103940.754053037 192943.41950941,103938.667686478 192935.32990669,103924.281796371 192917.129864507),(103737.603343597 192962.857228553,103749.022693239 192953.243806979,103769.85666736 192940.226720676),(103737.603343597 192962.857228553,103744.774757178 192967.504407155),(103682.806315875 192972.234526924,103699.945551584 192957.844089131),(103978.676486398 192987.606241752,103964.639283229 192969.74299526,103958.922035064 192965.428882623,103955.408760723 192960.906301419,103954.852482106 192960.651024963,103953.623929934 192960.395906902,103952.232787853 192959.885616356,103950.934713979 192959.027855278,103949.885284942 192957.947165902),(103902.290183564 193005.814560161,103898.699025256 193000.972232875,103889.17546009 192989.461198126,103890.072127252 192984.524936571),(103902.290183564 193005.814560161,103907.809837063 193000.721130317,103911.418588365 192996.68880937,103915.66412286 192993.081259755,103926.277773305 192986.290621147,103932.221607417 192981.833964411,103936.891753271 192977.801879643,103940.713007373 192973.345008877,103943.099537618 192963.68720631,103949.885284942 192957.947165902),(103649.968499982 193011.891108559,103647.430219954 193001.821745197,103657.500732476 192993.283939212,103682.806315875 192972.234526924),(103824.025021394 193013.821071289,103818.268519905 193006.577942187,103777.615349913 192957.119106737,103776.979547906 192950.753425155,103774.262770081 192945.83601901,103769.85666736 192940.226720676),(103890.731332862 193018.384969148,103898.681129768 193011.969355045,103902.290183564 193005.814560161),(103890.731332862 193018.384969148,103882.555511074 193024.96406606,103879.094671281 193026.769065014,103876.235477254 193027.370849493,103873.075854242 193027.219676507,103869.76549682 193026.316609269,103867.358323859 193024.811472983,103865.101692755 193022.855064463,103854.420217965 193009.913270277,103824.025021394 193013.821071289),(103809.363219717 193048.813681405,103815.794372475 193046.639386825,103816.839268801 193044.17133129,103819.11770519 193042.842544963,103821.775851244 193042.368426863,103824.342795479 193017.306069303,103824.025021394 193013.821071289),(103913.556800502 193050.874540917,103899.491827321 193028.852643233,103890.731332862 193018.384969148),(103586.786842152 193071.125201994,103579.890856654 193066.761009737,103572.99477298 193062.959983713,103566.802485311 193059.581080401,103564.409637977 193058.454839984,103557.091329558 193055.638582259,103545.409939066 193051.273773523,103527.66367668 193045.7736519),(103586.786842152 193071.125201994,103589.461571496 193068.873566063,103598.329458822 193063.385626776,103608.605035664 193056.349812021,103617.89524446 193049.735896191,103626.763422789 193042.418508238,103633.801534793 193036.507813532,103618.462551024 193017.92711903,103614.367466042 193019.485859251),(103695.806559741 193075.030886078,103690.132737763 193068.094178986,103692.061183869 193063.597027391),(103695.806559741 193075.030886078,103714.995759088 193059.359961702,103721.572107097 193054.046135503,103724.725556224 193050.984055351,103727.698418069 193047.201264246,103729.590680957 193042.427467712,103730.582354268 193036.842585285,103730.403127071 193031.527775936,103729.41288118 193026.933807271,103726.891485383 193022.069175418,103723.82908972 193018.465546661,103720.316543673 193015.222172583,103715.903077406 193012.969620436,103710.858896902 193011.707818926,103705.454028619 193010.806364036,103700.409923906 193009.454344243,103695.726328009 193007.382084227,103692.303526514 193004.769263631,103688.971349171 193001.075424836,103686.809732421 192997.562131991,103685.189278482 192993.148100971,103684.469105415 192989.274594558,103684.199567863 192984.50046039,103684.650435503 192979.726392132,103682.806315875 192972.234526924),(103695.806559741 193075.030886078,103677.51858718 193089.891345307,103668.599860493 193097.00627365,103666.617911359 193097.996896076,103664.726276024 193098.17663356,103624.189686371 193106.818431262,103611.938706239 193108.618487857),(103720.395787072 193105.038429932,103695.806559741 193075.030886078),(103611.938706239 193108.618487857,103609.583637698 193103.359812435,103606.769601231 193096.181011641,103602.829661198 193089.987806755,103598.32657586 193083.512659856,103593.401101834 193077.741337618,103586.786842152 193071.125201994),(103606.988333621 193241.262554594,103597.239106125 193228.240455364,103591.205033567 193219.952406315,103585.891269667 193212.925528443,103581.478610224 193205.538521968,103578.056645524 193198.782168544,103574.814976432 193189.954201769,103573.285065471 193181.126053188,103572.745670179 193171.938096487,103572.927199283 193163.200416379,103574.820108263 193153.922716896,103577.253115256 193146.626456615,103580.587010821 193140.321486511,103584.10102819 193134.016729108,103588.155082898 193129.332968965,103592.389430579 193124.739461378,103596.713864362 193120.866701921,103601.218395665 193117.444471838,103606.353323102 193114.202360728,103611.938706239 193108.618487857))",,,,"9000","9000",
"MULTILINESTRING ((103608.175629566 193878.708346159,103635.223486805 193904.706116154,103663.100340827 193932.094984365,103633.793429707 193954.685024977),(103609.535268293 193931.008174224,103633.793429707 193954.685024977),(103633.793429707 193954.685024977,103598.665152946 193981.418162836),(103579.349269294 193962.105584388,103598.665152946 193981.418162836),(103598.665152946 193981.418162836,103577.710142084 193999.023789432))",,,,"9000","9000",
"MULTILINESTRING ((103218.20094374 194104.929984339,103217.310752427 194101.34446427,103227.664500756 194086.189013159,103232.604087008 194087.541218651,103241.686461807 194074.464434068,103242.323003267 194070.00644583,103243.640550508 194067.583103432,103244.494533385 194064.670407985,103244.518730503 194063.414927579,103242.928368978 194062.537094242,103242.654499853 194059.904452063,103238.752150764 194050.4086976,103238.888476275 194050.446171336))",,,,"9000","9000",
"MULTILINESTRING ((104122.509845853 194227.873306129,104119.379984834 194232.020184114,104115.183882707 194241.298267635,104122.297222467 194274.855646708,104120.688488705 194279.857225307))",,,,"9000","9000",
"MULTILINESTRING ((102917.47314774 194392.586712057,102921.613142336 194390.110983324,102930.901776453 194363.407588501,102932.879437635 194361.676287377,102935.137785045 194360.513199351,102937.191068967 194360.03458804,102939.517996191 194360.034929615,102941.844713633 194360.514184942,102944.924241913 194361.541121643,102948.414267074 194363.457787786,102951.288460932 194365.237486067,102953.409676156 194367.085794759,102955.462214729 194369.41287986,102957.994397938 194371.945440182,102960.389075799 194374.888488261,102963.150935005 194378.465552295,102967.20691606 194382.825241807,102972.021625166 194387.140519099,102978.933195654 194391.452892913,102985.981663623 194394.123037349,102996.383732535 194397.067154191,103003.500986392 194398.573916656,103008.797653447 194398.935643558,103015.760091598 194398.633594696,103023.347987123 194397.413329241,103031.971187749 194395.08760741,103042.921840907 194390.640803268,103047.438862054 194388.040731022,103053.667554356 194383.319588094,103067.288013771 194371.34502395,103084.741700363 194355.333243086,103100.278960329 194342.12720551,103126.28775635 194320.983695089,103140.456286476 194308.256296061,103148.943645428 194299.976915557,103161.401058686 194285.812076738,103171.873690272 194272.605252039,103176.460352783 194263.914411916,103178.309360912 194255.976087988,103178.857745513 194247.421577975,103178.72221965 194239.824885971,103177.294758415 194231.808987667,103173.19071418 194216.871988582,103171.908781432 194207.99219483,103171.191283399 194198.70188584,103172.117133943 194186.383338919,103173.354186261 194173.761694781,103173.659054729 194170.651579231,103173.865204854 194164.441125507,103173.14749698 194158.127526121,103171.384160754 194143.158164614))",,,,"9000","9000",
"MULTILINESTRING ((105670.249550685 194551.576823311,105665.819314594 194540.073994117,105667.387269207 194534.535137864,105665.421967837 194530.643032652,105661.342225851 194520.313554249,105660.092208153 194512.38968115,105658.008064443 194506.634383152,105654.756268983 194499.460940774,105639.663873196 194470.641939919,105635.536509558 194459.464771991,105633.368921955 194454.418620223,105630.283991977 194445.118304429,105627.565413583 194439.870800387))",,,,"9000","9000",
"MULTILINESTRING ((105596.155223749 194512.566340121,105590.654988856 194515.86545985,105582.653975073 194522.164400727,105581.95030731 194522.676363211,105557.077757513 194545.554401438),(105557.077757513 194545.554401438,105559.927796693 194550.285195273),(105559.927796693 194550.285195273,105565.748482192 194560.162135218),(105534.996380488 194561.720858926,105535.243897837 194558.547619047,105551.164798029 194546.223987659,105552.057144119 194545.748290313,105552.87464749 194545.631833391,105555.314012979 194545.735020696,105557.077757513 194545.554401438),(105534.996380488 194561.720858926,105542.10262373 194562.20425075),(105542.10262373 194562.20425075,105542.947801592 194562.05426546,105552.091659836 194555.265981606,105552.508401435 194555.827055805,105559.927796693 194550.285195273),(105545.46857411 194569.301377528,105542.10262373 194562.20425075),(105498.445756789 194579.652468633,105502.546587138 194575.153135302,105508.035449615 194571.273473137,105534.410195021 194561.680886674,105534.996380488 194561.720858926))",,,,"9000","9000",
"MULTILINESTRING ((104983.615523 194795.379499223,104978.053878892 194793.38068085,104961.679595095 194795.734565578,104953.311710158 194763.93346062))",,,,"9000","9000",
"MULTILINESTRING ((103520.745249522 194785.239286127,103511.003033888 194793.04679596,103507.901953736 194796.811461651,103505.465342704 194801.018917557,103500.980343757 194812.251248918))",,,,"9000","9000",
"MULTILINESTRING ((103242.726538702 195425.532732313,103245.441203845 195429.252264544,103262.006827179 195444.30640014,103263.031286828 195445.520300399,103284.71535736 195465.226326874,103290.171025771 195466.948010058,103302.910141443 195470.21140674))",,,,"9000","9000",
"MULTILINESTRING ((103335.04666014 195501.367279194,103344.910544316 195503.97064558,103377.009646684 195512.442701242))",,,,"9000","9000",
"MULTILINESTRING ((105057.63879724 195322.44619664,105060.057698622 195307.186054445,105063.034819363 195289.081156055,105064.070153344 195284.037743099,105065.105381644 195278.865011482,105066.528832379 195273.69206707,105068.210665764 195267.614320931,105069.763261415 195262.570824102,105071.316040159 195258.044771669,105073.127252083 195253.13080158,105077.008294311 195243.432070955,105080.242596006 195235.672926751,105082.441647592 195230.500480202,105083.217905048 195227.914184637,105084.899973016 195222.611973364,105086.064343911 195218.215290127,105090.722962365 195198.55881486,105098.616018717 195166.229033587,105102.62099733 195149.026951796,105108.009839738 195125.881633002,105127.368095458 195128.499718715),(105057.63879724 195322.44619664,105056.242756552 195331.253836882),(105059.502426082 195322.912394689,105058.132518032 195321.697205313,105061.236607752 195316.759451595,105061.804497866 195316.191575711,105062.416017357 195316.104404416,105063.027523605 195316.497560523,105063.289398518 195317.458593921,105059.838048833 195322.786591859,105059.502426082 195322.912394689),(105059.502426082 195322.912394689,105059.139122256 195323.048547781,105057.63879724 195322.44619664),(105056.242756552 195331.253836882,105060.936742992 195324.184808428,105059.502426082 195322.912394689),(105056.242756552 195331.253836882,105055.52759572 195335.765508441,105051.903767955 195356.068876682,105049.832844397 195366.156006707,105047.244911522 195376.889431563,105044.139525629 195388.78646378,105040.516891052 195400.425291298,105035.557343695 195415.886527312),(105051.856428908 195346.377454163,105052.732935723 195336.539497804,105056.242756552 195331.253836882),(105033.899506991 195415.461150997,105033.747069182 195414.514202481,105033.227754141 195413.704442145,105032.540557741 195413.047611898,105031.761856972 195412.696229487,105028.881922907 195411.82218621),(105033.899506991 195415.461150997,105035.557343695 195415.886527312),(105033.899506991 195415.461150997,105033.638870393 195416.474970046,105031.314453227 195421.874051753,105029.878344308 195426.111331193,105028.579180942 195430.485277962,105028.032313382 195432.604007374,105027.82697835 195434.859335861,105028.031651006 195437.320069256,105028.177192998 195439.094877101),(105035.557343695 195415.886527312,105035.082971824 195417.365677614,105033.346313099 195422.829961383),(105035.557343695 195415.886527312,105037.131307601 195416.29045845,105034.761735296 195423.345541693),(105033.346313099 195422.829961383,105028.177192998 195439.094877101),(105034.761735296 195423.345541693,105033.346313099 195422.829961383),(105034.761735296 195423.345541693,105034.15118692 195425.16343137,105033.64341679 195430.360550867,105033.833342636 195430.740879028,105034.277290269 195431.121275669,105034.84761666 195431.311733223,105035.418034867 195430.994805274,105035.861729204 195430.360874241,105035.229120236 195423.515723422,105034.761735296 195423.345541693),(105028.177192998 195439.094877101,105028.096271516 195439.349613031,105024.886075713 195448.32326452,105022.219067654 195457.617782061,105019.620562271 195468.142810296,105017.637051969 195478.189293174,105016.610540142 195487.621076166,105016.472432863 195497.87315482,105016.471779315 195502.588906786),(105028.177192998 195439.094877101,105028.440823451 195442.309109894,105028.23510369 195447.503480151,105027.755092618 195457.345221269,105027.34476384 195460.625802166,105026.729240674 195463.974723013,105023.104324449 195481.334082957,105021.052437507 195491.585864637,105019.206372402 195497.873540293,105016.471779315 195502.588906786),(105016.471779315 195502.588906786,105016.615320595 195506.465442223,105016.668608549 195511.696324768,105016.290238627 195517.736112159,105014.616048962 195535.424055552,105013.91393343 195543.108684396,105012.942060377 195551.682702375,105012.185227676 195564.274575551,105011.428224973 195578.807792399,105011.210202226 195593.745651447,105011.046382853 195609.061060562,105006.965737869 195616.511435673))",,,,"9000","9000",
"MULTILINESTRING ((104289.054340991 195933.680728614,104263.255825193 195922.87704512,104253.827266372 195924.378610458,104259.494804127 195933.571635815))",,,,"9000","9000",
"MULTILINESTRING ((107079.976217713 195924.497097133,107079.863261772 195922.685906433,107060.763707828 195900.896398598),(107079.976217713 195924.497097133,107058.803372173 195942.381183918,107053.010687298 195946.851303677),(107202.166267073 195958.488219684,107079.976217713 195924.497097133))",,,,"9000","9000",
"MULTILINESTRING ((105401.350375914 196312.936958696,105407.780346366 196311.44377996,105408.590675881 196315.589546001,105409.130630007 196320.997171446,105408.228658748 196326.945090503,105404.892475634 196339.111410455,105404.531014841 196344.338603806,105404.620558378 196349.024997965,105405.611528613 196352.540013591,105407.052938841 196356.956251019,105408.944958047 196361.102202608,105440.409075801 196398.989560129,105444.812795935 196404.235078842,105445.968962531 196407.908329213))",,,,"9000","9000",
"MULTILINESTRING ((107635.824770098 196161.049147662,107638.267461839 196194.188550492,107637.604458765 196205.697838377,107633.954769165 196223.633755717,107632.113072397 196230.168451877),(107635.824770098 196161.049147662,107646.024982924 196157.875568366,107650.98601209 196157.082466622,107655.748529102 196157.149372688,107660.444781269 196158.142211974,107666.199153889 196160.127324578,107673.210051758 196163.634146265,107679.162787858 196167.074532702,107683.197247543 196170.051641938,107687.363890473 196174.087130408,107690.405967682 196178.453254417,107692.521994304 196183.149843268,107692.984311453 196188.243211467,107693.446593939 196193.270390945,107696.422651576 196196.974884191,107700.258627967 196199.952031051,107705.417664566 196202.466263979,107711.23829843 196204.385377334,107715.868299315 196205.576655623,107720.299834255 196207.49549906,107724.532639792 196211.001858899,107729.889477534 196217.683329915,107743.578438347 196241.497835398),(107536.318941282 196176.1407375,107546.184318992 196174.676238435,107550.428297768 196175.919816037,107557.042692089 196177.111368584,107563.921775405 196177.839931995,107571.263938634 196178.105587176,107578.209288891 196177.709752608,107585.287053676 196176.850877782,107593.753965142 196174.999933241,107635.824770098 196161.049147662),(107743.578438347 196241.497835398,107817.024690402 196256.540955558,107819.707158083 196259.380937759),(107743.578438347 196241.497835398,107765.228342169 196279.668026339,107766.06653942 196282.497364697),(107723.11771952 196280.519475213,107740.57676592 196281.397561376,107743.156549006 196280.842273171,107749.770955324 196281.320159679,107766.06653942 196282.497364697),(107766.06653942 196282.497364697,107766.904609354 196285.326639893,107774.040138672 196310.413462527,107776.614259706 196337.085706999,107777.799943353 196367.525864118,107778.493512172 196369.905488781,107778.095666121 196378.828997727,107777.896802093 196384.183476131,107777.003889764 196386.562891294,107750.128077631 196424.435360444,107749.925571286 196455.767837091,107716.511362073 196453.878973655,107714.532513417 196455.580008508))",,,,"9000","9000",
"MULTILINESTRING ((105898.655382317 197333.608516342,105893.233003285 197326.56105339,105894.651646322 197317.724048033,105895.318918666 197316.390032945,105896.487102613 197308.72020724,105896.459594127 197305.308209181))",,,,"9000","9000",
"MULTILINESTRING ((103963.54912285 192484.110765929,103974.412409744 192488.883814751,103986.239715733 192486.424905542,103996.161278982 192488.569358021,104008.383009373 192502.620503597,104005.20578594 192518.018882692,103993.297825459 192530.399688399,103986.388229393 192558.259356277,103975.115651376 192567.068474656,103988.52735306 192586.358471304,104008.423106085 192609.181283696,104010.669424258 192611.761721862,104003.75216636 192625.484248077))",,,,"9000","9000",
