"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI"
10,6700,3751,"Akkerstraat","Akkerstraat",,,"ziet rasphuisstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=503&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1009/full/full/0/native.jpg"
11,6701,3611,"Akkergemboulevard","Akkergemboulevard","boul. d'akkergem","Boulevard d'akkergem","van godshuizenboulevard en bijlokevest tot nieuwe wandeling.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=503&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1009/full/full/0/native.jpg"
12,6702,3612,"Akkergemstraat","Akkergemstraat","rue d'akkergem","Rue d'akkergem","van coupure, linker oever, tot akkergemboulevard.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=503&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1009/full/full/0/native.jpg"
13,6703,3613,"Ambeeldstraat","Ambeeldstraat","rue de l'enclume","Rue de l'enclume","van weversstraat tot vossenstraat.",6,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=503&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1009/full/full/0/native.jpg"
14,6704,3614,"Ankerstraat","Ankerstraat","r. de l'ancre","Rue de l'ancre","v. priestersstr. tot stokerstr.",3,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
15,6705,3615,"Annonciadenstraat","Annonciadenstraat","rue des annonciades","Rue des annonciades","van violettenlei tot twaalfkamersstraat en papegaaistraat.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
16,6706,3616,"Antheunisstraat","Antheunisstraat","rue Antheunis","Rue Antheunis","van rapenstraat tot vijfwindgatstraat.",4,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
17,6707,3617,"Antwerpschestraat","Antwerpschestraat",,,"ziet dampoortstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
18,6708,3618,"Antwerpschesteenweg","Antwerpschesteenweg","chaussée d'Anvers","Chaussée d'Anvers","van de dampoortbrug tot einde s. Amandsberg.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
19,6709,3619,"Antwerpsche voetweg","Antwerpsche voetweg","chemin de terre","Chemin de terre","van antwerpsche steenweg (Potuit) tot antwerpsche steenweg s. Amandsb.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
20,6710,3620,"Apostelhuizen","Apostelhuizen",,,"ziet apostelsstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
21,6711,3620,"Apostelsstraat","Apostelsstraat","rue des apôtres","Rue des apôtres","van Frans Ackermansstraat tot zakkebandstraat.",4,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
22,6712,3621,"Apotheekstraat","Apotheekstraat","rue de la pharmacie","Rue de la pharmacie","van bijlokekaai tot nieuwe hospitaalstraat.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
23,6713,3622,"Appelbrugstraat","Appelbrugstraat","rue du pont aux pommes","Rue du pont aux pommes","van koornlei tot breidelsteeg.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
24,6714,3623,"Appelstraat","Appelstraat","rue de la pomme","Rue de la pomme","van rooigemstraat tot nettestraat.",6,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
25,6715,3624,"Arnoldusstraat","Arnoldusstraat","rue d'Arnold","Rue d'Arnold","van blandinusstraat tot s. Pietersplein.",5,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
26,6716,3625,"Arsenaalstraat","Arsenaalstraat","rue de l'arsenal","Rue de l'arsenal","Ledeberg, van langestraat tot Vanden Heckestraat.",0,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
27,6717,3625,"Arsenaalstraat","Arsenaalstraat","rue de l'arsenal","Rue de l'arsenal","Gentbrugge, van heidestraat tot St Genoisstraat.",0,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
28,6718,4427,"Arteveldeplaats","Arteveldeplaats","place Van Artevelde","Place Van Artevelde","ziet Van Arteveldeplaats.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
29,6719,3628,"Augustijnenkaai","Augustijnenkaai","quai des augustins","Quai des augustins","van lievestraat tot molenaarsstraat.",3,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
30,6720,6720,"Auwegemdoorgang","Auwegemdoorgang","passage d'Auwegem ou de la préfecture","Passage d'Auwegem|Passage de la préfecture","van gouvernementstr. tot conservatoriumstr.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
31,6721,3629,"Baaisteeg","Baaisteeg","rue de la frise","Rue de la frise","van zandberg tot vlasmarkt",1,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
32,6722,3630,"Bagattenstraat","Bagattenstraat","rue des baguettes","Rue des baguettes","van nederkouter tot s. Pieternieuwstraat.",5,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
33,6723,3631,"Baliestraat","Baliestraat","rue de la barrière","Rue de la barrière","van kortrijkschesteenweg tot meerschstraat, s. Pieters-Aigem.","H 5",2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
34,6724,3632,"Baljuwstraat","Baljuwstraat","rue du bailli","Rue du bailli","van kapellaanstraat tot kazemattenstraat.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
35,6725,3633,"Ballenstraat","Ballenstraat","rue des balles","Rue des balles","van kraanlei tot haringsteeg",3,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
36,6726,3634,"Barenstraat","Barenstraat","rue aux barres","Rue aux barres","van spiegelstraat tot de nederschelde.",1,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
37,6727,3631,"Barrierestraat, b. de kortrijkschepoort","Barrierestraat, buiten de kortrijkschepoort","rue de la barrière, faub. de Courtrai","Rue de la barrière, faubourg de Courtrai","ziet baliestraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=504&xywh=-891%2C-150%2C4927%2C2984","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1011/full/full/0/native.jpg"
