"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI"
126,6816,3730,"Bijlokevest","Bijlokevest","rempart de la byloque","Rempart de la byloque","van godshuizenstr. tot kleine bellevuestraat en akkergemboulevard.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
127,6817,6817,"Bij het fort","Bij het fort",,,"ziet boulevard der citadel.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
128,6818,3731,"Bij s. Baafs","Bij Sint Baafs","cloître s. Bavon","Cloître Saint Bavon","van s. janstraat tot bisdomplaats en s. Baafsstraat.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
129,6819,3732,"Bij s. Jacobs","Bij Sint Jacobs","cloître s. Jacques","Cloître Saint Jacques","place ou près s. Jacques v. kammerstr. tot steendam, rond s. Jacobskerk.",1,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
130,6820,3733,"Cameliastraat","Cameliastraat","rue du camelia","Rue du camelia","v. dendermondschesteenweg tot nieuwe begijnhofstraat.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
131,6821,3734,"Casinoplaats","Casinoplaats","place du casino","Place du casino","van holstraat tot casinostraat.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
132,6822,3735,"Casinostraat","Casinostraat","rue du casino","Rue du casino","van theresianenstraat tot casinoplaats.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
133,6823,3736,"Cataloniëstraat","Cataloniëstraat","rue de la catalogne","Rue de la catalogne","van s. janstraat tot koornmarkt.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
134,6824,6824,"Cauderlierkaai","Cauderlierkaai","quai Cauderlier","Quai Cauderlier","ziet kuiperskaai.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
135,6825,3738,"Cederstraat","Cederstraat","rue du cèdre","Rue du cèdre","van sperrenstraat tot peterceliestraat.",6,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
136,6826,3739,"Chartreuzenstraat","Chartreuzenstraat","rue des chartreux","Rue des chartreux","van korte schipgracht tot groot meerhem.",3,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
137,6827,3741,"Citroenstraat","Citroenstraat","rue du citron","Rue du citron","van ijskelderstraat tot De Smetstraat",6,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
138,6828,3742,"Colpaertsteeg","Colpaertsteeg","impasse Colpaert","Impasse Colpaert","op de coupure, linker oever, straat zonder einde.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
139,6829,4313,"Comediestraat","Comediestraat","rue du théâtre ou de la comédie","Rue du théâtre|Rue de la comédie","van kouter tot recollettenplein.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
140,6830,3744,"Comijnstraat","Comijnstraat","rue du cumin","Rue du cumin","van den ram tot peperstr.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
141,6831,3745,"Conduitsteeg","Conduitsteeg","rue du conduit","Rue du conduit","van korte meire tot veldstraat.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
142,6832,3746,"Conservatoriumstraat","Conservatoriumstraat","rue du Conservatoire","Rue du Conservatoire","van Limburgstraat tot bij s. Baafs.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
143,6833,3747,"Contributiestraat","Contributiestraat","rue de la contribution","Rue de la contribution","van brugschepoortstraat tot einde coupure, rechter oever.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
144,6834,3748,"Corianderstraat","Corianderstraat","rue de la coriandre","Rue de la coriandre","van walpoortbrugstraat tot grooten huidevettershoek.",5,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
145,6835,3749,"Coupure, linker oever","Coupure, linker oever","coupure, rive gauche","Coupure, rive gauche","van verlorenbroodstraat tot phœnixstraat, brugschepoort.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
146,6836,3750,"Coupure, rechter oever","Coupure, rechter oever","coupure, rive droite","Coupure, rive droite","van lindenlei tot contributiestraat.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
147,6837,3751,"Coupuregang","Coupuregang","passage de la coupure","Passage de la coupure","van rasphuisstraat tot coupure, rechter oever.",2,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
148,6838,11527,"Cozijntjesstraat","Cozijntjesstraat","rue des cousins","Rue des cousins","ziet Van Eyckstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
149,6839,3752,"Dampoortstraat","Dampoortstraat","rue de la porte d’Anvers","Rue de la porte d’Anvers","van roodetorenkaai tot antwerpschesteenweg.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
150,6840,3754,"Dekstraat","Dekstraat","rue des couvreurs","Rue des couvreurs","van s. amandstraat tot lange kazernstraat.",5,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
151,6841,3755,"Demildreef","Demildreef","avenue Demil","Avenue Demil","Ledeberg, van hundelgemschesteenweg tot de schelde.",0,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
152,6842,3757,"Dendermondschesteenweg","Dendermondschesteenweg","chaussée de Termonde","Chaussée de Termonde","van antwerpschesteenweg, dampoort, tot Destelbergen.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
153,6843,3758,"De Smetstraat","De Smetstraat","rue De Smet","Rue De Smet","van den begijnhofboulev. tot kerkstraat.",6,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
154,6844,3759,"De Somerstraat","De Somerstraat","rue De Somer","Rue De Somer","s. Amandsberg, van antwerpschesteenweg tot Mertensstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
155,6845,3760,"De Vreesebeluik","De Vreesebeluik","cité De Vreese","Cité De Vreese","van blandinusstraat tot rogierstraat.",5,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
156,6846,3761,"Dierentuindreef","Dierentuindreef","boulev. ou avenue du jardin zoologique","Boulevard du jardin zoologique|Avenue du jardin zoologique","van Lieven Bauwenplaats tot s. Lievensvest.",5,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
157,6847,3739,"Dobbelhuizen","Dobbelhuizen",,,"ziet chartreuzenstraat.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
158,6848,3762,"Dok","Dok","dock, bassin du commerce ou quai du grand bassin","Dock, bassin du commerce|Quai du grand bassin","van voormuide tot dampoortstraat ","H 3|7",1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
159,6849,3765,"Dokstraat","Dokstraat","rue du dock","Rue du dock","van wollestraat tot den dok.",7,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
160,6850,3964,"Dok, linker oever","Dok, linker oever","dock, rive gauche","Dock, rive gauche","ziet kl. dokkaai.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
161,6851,3762,"Dok, rechter oever","Dok, rechter oever","dock, rive droite","Dock, rive droite","ziet dok.",,,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
162,6852,3766,"Donkersteeg","Donkersteeg","rue du paradis","Rue du paradis","van goudenleeuwplaats tot koornmarkt.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
163,6853,3767,"Donkerstraatje","Donkerstraatje","rue obscure","Rue obscure","van vrijdagmarkt tot steurstraat.",1,1,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
164,6854,3768,"Doorgangsteeg","Doorgangsteeg","r. traversière","Rue traversière","v. bennesteeg t. volderstr.",1,2,"1890-01-01T00:00:00",,,"1890-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/8K77UZSA","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=506&xywh=-645%2C0%2C4435%2C2685","https://adore.ugent.be/IIIF/images/archive.ugent.be%3AAC0B3B20-513F-11EC-BB1E-55C200E43F28%3ADS.1015/full/full/0/native.jpg"
