"order_id","place_name_NL","place_name_FR","d","police_uqarter","canton_of_small_claims_court"
313,"Kasteelkaai","quai du château","van roodentorenkaai tot dok (Dampoortbrug).",7,1
314,"Kasteelplein",,"ziet spanjaardskasteel.",,
315,"Kasteelstraat of kasteelbrugstraat","rue du château","van zondernaamstraat tot kasteelkaai.",7,1
316,"Kasteelvest",,"ziet boulevard van het kasteel.",,
317,"Kathelijnestraat",,"ziet s. Catharinastraat.",,
318,"Kattenbergstraat ",,"van rondpunt kattenberg tot kortrijkschestraat.",5,2
319,"Kazemattenstraat","rue des casemattes","van schoolstraat tot nieuwe beestenmarkt.",7,1
320,"Kazernplaats","place des casernes","van kanunnikstraat tot boulevard der citadel.",5,2
321,"Kazernstraat (korte)","rue courte des casernes","van St Amandstraat tot kanunnikstraat.",5,2
322,"Kazernstraat (lange)","rue longue des casernes","van korte kazernstraat tot boulevard der citadel.",5,2
323,"Kazernstraat",,"Ledeberg, uitkomende in de langestraat.",0,1
324,"Keizerkarelstraat","rue Charles V","van nieuwbrug tot Van Arteveldeplaats.",4,1
325,"Keizerstraat","rue de Bruxelles ou de l'empereur","ziet brusselschestraat.",,
326,"Keizersdreef",,"ziet groot gewat.",,
327,"Keizersvest","rempart de la porte de Bruxelles","ziet brusselsche boulevard.",,
328,"Kelderstraat","rue de la cave","ziet Frans Ackermanstr.",4,1
329,"Kerkhofsstraat","rue du cimetière","in de kerkstraat, brugschepoort.",6,2
330,"Kerkstraat, brugschepoort","rue de l’église","van noordkaai tot ijskelderstraat.",6,2
331,"Kerkstraat","rue de l’église","van H. Hartstraat tot hoogstraat.",,
332,"Kerkstraat","rue de l'église","Ledeberg, van hundelgemschesteenweg tot vooruitgangplaats.",0,1
333,"Kerkstraat","rue de l’église","Gentbrugge, van posthoornstraat, Ledeberg, naar de gemeente Gentbrugge.",0,1
334,"Kerrenstraat, ziet karrenstraat. ",,,,
,"Ketelplein","plaine des chaudronniers ou des bastions","van begin nederkouter rechts, tot de lei.",5,2
335,"Ketelstraatje",,"ziet stadhuissteeg.",,
336,"Ketelvest","rempart des chaudronniers ou des bastions","van nederkouter tot walpoortbrugstraat.",5,2
337,"Kiekenmarkt","marché aux poulets","van botermarkt tot goudenleeuwplaats.",1,2
338,"Kiekenstraat","rue du poulet","van brugschesteenweg tot hamerstraat.",6,2
339,"Kievitstraat","rue du vanneau","van musschenstraat tot s. pieters-aalststraat.","H 5",2
340,"Kleemsstraat","rue de l’argile","in den nieuwen rabotwijk, van de rabotdreef tot gasmeterlaan",6,2
341,"Kleine bellevuestraat","petite rue de bellevue","van coupure, linker oever, tot bijlokevest.",2,2
342,"Kleine binnenweg","petit chemin de traverse","Ledeberg, van binnenweg tot kerk¬ en langestraat.",0,1
343,"Kleine botermarkt","petit marché au beurre","van bij s. jacobs tot baudeloolei.",1,1
344,"Kleine dok","petit dock ou dock, rive gauche","ziet boulevard van den kleinen dok en kleine dokkaai.",,
345,"Kleine dokkaai","quai du petit dock","van antwerpschesteenweg tot voormuide langs het water.",7,1
346,"Kleine hoogpoortstraat","petite rue hautpoort","van ketelplein tot leistraat.",5,2
347,"Kleine hospitaalstraat","petite rue de l’hôpital","van akkergemsstraat tot hospitaalstraat.",2,2
348,"Kleine huidevettershoek","petit toquet","van corianderstraat tot lammerstraat.",5,2
349,"Kleine kerkstraat","petite rue de l’église","Ledeberg, van kleine binnenweg tot hoefijzerstraat.",0,1
350,"Kleine koornmarkt",,"ziet koornmarkt.",,
351,"Kleine onderstraat","petite rue basse","van onderstraat tot kammerstraat.",1,1
352,"Kleine penitentenstraat","petite rue des pénitents","van kleine botermarkt tot wolvensteeg.",1,1
353,"Kleine ramstraat","petite rue du bélier","van ram tot luxemburgstraat.",2,2
354,"Kleine reke",,"ziet bleekersdijk, van huidevetterskaai tot ham",3,1
355,"Kleine statiestraat of Poelman","petite rue de la station ou Poelman","van brabantdam tot vlaanderenstraat.",4,1
356,"Kleine s. Gillisstraat","impasse s. Gillis","in s. Gillisstraat, zonder einde.",5,1
357,"Kleine veerstraat","petite rue du ponton","van kortrijkschestraat tot de lei.",5,2
358,"Kleine vleeschhuissteeg","ruelle de la petite boucherie","van kouter tot kortedagsteeg.",1,2
359,"Kleine vischmarkt","petit marché au poisson","van vleeschhuisbrug tot veerleplaats.",3,1
360,"Kleine ijperstraat",,"ziet ijpersteeg.",,
361,"Klein gewat","petite avenue de la cour","van groot gewat tot lievekaai.",2,2
362,"Klein meerhem","place du petit marais","van groot meerhem tot nijverheidsplaats.",3,1
363,"Klein s. Pietersplein","petite plaine s. Pierre","van heuvelstraat tot voetweg.",5,2
364,"Klein Turkije","petite Turquie","van goudenleeuwplaats tot koornmarkt.",1,2
365,"Kleistraat","rue de l'argile","van zwijnaardschesteenweg tot kortrijkschesteenweg, s. Pieters-Aalst.","H 5",2
366,"Klinkkouter",,"van dendermondsche steenweg tot toekomststraat.",,
367,"Klokstraat","rue de la cloche","van gasmeterstraat tot ijskelderstraat.",6,1
368,"Kluizestraat","rue de l’hermitage","van molenaarsstraat tot lievegang.",3,1
369,"Kluyskensstraat","rue Kluyskens","van de bijlokevest, langs het nieuw hospitaal, tot de bijlokekaai.",2,2
370,"Koestraat","rue aux vaches","van kalanderberg tot kortedagsteeg.",1,2
371,"Koepoortkaai","quai aux vaches ou quai porte aux vaches","van mortierstraat tot Van Arteveldeplaats.",4,1
372,"Koepoortstraat","rue du quai porte aux vaches","ziet Van Vaernewyckstraat.",4,1
373,"Kogelstraat","rue de la balle","van antwerpschesteenweg tot weldadigheidstraat.",7,1
374,"Koningstraat","rue royale","van zandberg tot vlasmarkt.",1,1
375,"Koningstraat","rue royale","s. amandsberg, tusschen het nieuw begijnhof en den dendermondschesteenweg.",,
376,"Koningstraat",,"Ledeberg, ziet kleinen binnenweg.",,
377,"Koolsteeg","rue aux choux","v. burgstr. tot begijnendries.",2,2
378,"Koophandelplaats",,"ziet recollettenplein.",,
379,"Koornbloemstraat","rue du bluet, rue de la fleur de blé","van akkergemstraat tot kruisboogstraat.",2,2
380,"Koornlei","quai au blé","v. grasbrug tot huurdochtersstr.",2,2
381,"Koornmarkt","marché aux grains","van kortem. tot veldstr.",1,2
382,"Koperstraat","rue du cuivre","v. ijperstraat tot stoppelstr.",2,2
383,"Korte begijnenstraat","rue courte des béguines","van begijnenstraat tot proveniersstraat.",2,2
384,"Korte boomgaardstraat","rue courte du verger","van lange boomgaardstraat tot belgradestraat.",4,1
385,"Kortedagsteeg","rue courte du jour","van koestraat tot walpoortbrug.",1,2
386,"Korte kalversteeg","rue courte aux veaux","van roode koningstraat tot kaatsplaats.",3,1
387,"Korte kammerstraat","rue courte des peignes","van kammerstraat tot bij s. Jacobs.",1,1
388,"Korte kazernenstraat","rue courte des casernes","van S. Amandstr. tot lange kazernenstr. en kanunnikstr.",5,2
389,"Korte koestraat","rue courte aux vaches","van spiegelstraat tot de oude ossenmarkt.",1,1
390,"Korte krevelsteeg","rue courte des démangeaisons, ou passage de la rue de Bruxelles","van keizerstraat tot s. lievenstraat.",4,1
391,"Korte kruisstraat","rue courte de la croix","van kruisstraat tot mageleinstraat.",1,2
392,"Korte meire","rue courte du marais","van volderstraat tot kouter.",1,2
393,"Korte munt","rue courte de la monnaie","van groenselmarkt tot koornmarkt.",1,2
394,"Korte onderstraat",,"ziet kleine onderstraat.",,
395,"Korte penitentenstraat",,"ziet kleine penitentenstraat.",,
396,"Korte ridderstraat","rue courte des chevaliers","van goudenleeuwplaats tot s. Janstraat.",1,2
397,"Korte smisstraat","rue courte de la forge","van kortrijkschesteenweg tot smisstraat, s. Pieters-Aigem.","H 5",2
399,"Korte steenstraat","rue courte des pierres","van lange steenstraat tot slijpstraat.",3,1
400,"Korte stropstraat","rue courte du strop","van ottergemschesteenweg tot de schelde, s. Pieters-Aalst.","H 5",2
402,"Korte violettenstraat","rue courte des violettes","van recollettenlei tot annonciadenstraat (zottepoortbrug).",2,2
403,"Korte wijngaardstraat","rue courte de la vigne","van lange boomgaardstraat tot belgradestraat.",4,1
404,"Korte ijperstraat",,"ziet ijpersteeg.",,
405,"Korte zilverstraat","rue courte d'argent","van lievekaai tot prinsenhof.",2,2
406,"Kort onderbergen","rue courte de la vallée","van recollettenbrug tot onderbergen.",2,2
407,"Kortrijkschestraat","rue de Courtrai","van nederkouter tot kortrijkschepoort.",5,2
408,"Kortrijkschepoortstraat",,"ziet kortrijkschestraat.",,
409,"Kortrijkschesteenweg","chaussée de Courtrai","van kortrijkschepoort naar s. Denijs.","H 5",2
411,"Kortschipgracht","rue courte des bâteaux","van zaaimansstraat tot palingstraat.",3,1
412,"Kouter","place d'armes","van vogelmarkt tot schouwburgstraat en zonnestraat",1,2
413,"Kouterdreef","avenue de la place d'armes","van kalanderberg tot kouter.",1,2
414,"Koutersteeg","ruelle de la place d'armes","van koestraat tot kouter.",1,2
415,"Kozijntjensstraat","rue des cousins","ziet Van Eyckstraat.",,
416,"Kraanlei","quai de la grue","ook ajuinenlei genaamd, van veerleplaats tot oudburg.",3,1
417,"Kraanstraat","rue de la grue","van ham tot dok.",7,1
418,"Krekelberg","mont des cigales","s. Amandsberg, tusschen het nieuw begijnhof en den dendermondschesteenweg.",,
419,"Kriekerijstraat","rue de la cérisaie","van molenaarsstraat tot s. Margrietestraat.",3,1
420,"Krommenelleboog",,"ziet saliestraat.",,
421,"Krommeneesch","rue du tortillard","ziet Van Eyckstraat.",,
422,"Krommewal","rue du fossé courbe","is nu krommewalplaats.",,
423,"Krommewalplaats","place du fossé courbe","van goudstraat tot krommewalbrug",3,1
424,"Kromsteeg","rue tortue","v. cataloniëstr. tot bennesteeg.",1,2
424,"Kroonstraat ","rue de la couronne","van weversstraat tot vlasstraat.",6,2
425,"Kruisstraat","r. de la croix","v. bij s. baafs tot kalanderb.",1,2
426,"Kruisboogstraat","rue de l’arbalète","van akkergemsstraat tot koornbloemstraat.",2,2
427,"Kuipersstraat","rue des tonneliers","van plottersgracht tot lange steensstraat.",3,1
428,"Kuiperskaai","quai des tonneliers","van Lieven Bauwensplaats tot brabantdam en vlaanderenstraat.",4,1
429,"Kunststraat","rue des arts","van dendermondsche steenweg tot toekomststraat.",,
430,"Kwaadham",,"ziet spiegelstraat.",,
431,"Kwakkelstraat","rue de la caille","van kerkstraat tot pannestraat.",6,2
432,"Lammensstraat","rue de l’agneau","van s. pietersnieuwstraat tot Lieven Bauwensplaats.",5,2
433,"Landbouwersstraat","rue des cultivateurs","van meulesteeds. steenw. tusschen nrs 270 en 272 tot achtermuide.",3,1
434,"Land van Waasstraat buiten de dampoort","rue du pays de Waas","van dendermondsche- tot antwerpschesteenweg.",6,1
435,"Lange boomgaardstraat","rue longue du verger","van brabantdam tot kapucijnenham.",4,1
436,"Lange kalversteeg","rue longue aux veaux","van oudburg tot korte kalversteeg.",3,1
437,"Lange kazernenstraat","r. longue des casernes","van einde korte kazernenstr. en kanunnikstr. tot boul. der citadel.",5,2
438,"Lange krevelsteeg","rue longue des démangeaisons ou passage de la r. s. Liévin","v. keizerstr. tot s. lievenstr.",4,1
439,"Langemeire","rue longue du marais","van kalanderberg tot kortemeire.",1,2
440,"Langemunt","rue longue de la monnaie","van groenselmarkt tot groot kanonplaats.",1,1
441,"Lange penitentenstraat",,"ziet penitentenstraat.",,
442,"Lange steensstraat","rue longue des pierres","van lievestraat tot korte steenstraat.",1,1
443,"Langestraat","rue longue","Ledeberg, van hundelgemschesteenweg tot brusselschesteenweg.",0,1
444,"Lange violettenstaaat","rue longue des violettes","van Van Arteveldeplaats tot vijfwindgatbrug.",4,1
445,"Lange wijngaardstraat","rue longue de la vigne","van reep tot lange boomgaardstraat.",4,1
446,"Lang schipgracht","rue longue des bâteaux","van lange steensstraat tot zaaimanstraat.",3,1
447,"Laurens Delvauxstraat","rue Laurens Delvaux","van boulevard der citadel tot Van Hulthemstraat.",5,1
448,"Laurentstraat","rue Laurent","ziet spaarstraat (rue de l’épargne).",,
449,"Ledeganckstraat","rue Ledeganck","van zwijnaardschesteenweg tot boulevard der normaalschool.","H 5",2
450,"Leemstraat",,"ziet kleemstraat.",,
451,"Leeuwerikstraat","rue de l'alouette","van maltebrugstraat tot vinkstraat, s. Pieters-Aigem.","H 5",2
452,"Leeuw te putte",,"ziet goudenleeuwplaats.",,
453,"Leeuwstraat","rue du lion","van Benardstraat tot s. Lievensboulevard.",5,2
454,"Leikaai, buiten de brugschepoort","quai de la lys","van phoenixstraat tot Drongen.",6,2
455,"Leisteeg","ruelle de la lys","van nederkouter tot de lei (lindenlei).",5,2
456,"Leistraat, buiten de brugschepoort","rue de la lys","van rooigemstraat tot leikaai.",6,2
457,"Leistraatje","ruelle de la lys","van sluizeken tot achterlei.",3,1
458,"Leopoldstraat","rue Léopold","van roodentorenkaai tot kasteelbrugstraat.",7,1
459,"Liberteitstraat",,"ziet oranjeberg.",,
460,"Lievegang","passage de la lieve","van s. Antoniuskaai tot kluizestraat.",3,1
461,"Lievekaai","quai de la lieve","v. kl. gewat tot k. zilverstr.",2,2
462,"Lievestraat","rue de la lieve","v. lievebrug t. langesteenst.",3,1
463,"Lieven Bauwensplaats","place Liévin Bauwens","van lammenstr. tot muinkkaai, dierentuindr. en statiestr. ","4 en 5",1
464,"Limburgstraat","rue du Limbourg","van Vlaanderenstraat tot bij s. Baafs.",1,1
465,"Lindenlei","quai aux tilleuls","van recollettenlei t. coupure, rechter oever.",2,2
466,"Lindenstraat","rue des tilleuls","van palingshuizen, langs hospice Guislain, tot kerkstraat.",6,2
467,"Loostraat","rue de Loo","van kortrijkschesteenweg tot meerschstraat, s. Pieters-Aigem.","H 5",2
468,"Luxemburgstraat","rue du luxembourg","van kleine ramstraat tot ramstraat",2,2
469,"Maagdestraat","rue de la pucelle","van violettenlei tot papegaaistraat.",2,2
470,"Mageleinstraat","rue magelein ou aux marjolaines","van aan het belfort tot kalanderstraat.",1,2
471,"Maltebrugstraat","rue du pont de malte","van en tot kortrijkschesteenweg, s. pieters-aigem.","H 5",2
472,"Mannekensaarde",,"ziet groot kanonplaats.",,
473,"Maria-Theresiaplaats","place Marie-Thérèse","midden den nieuwen rabotwijk, tusschen de wondelgem¬, de MariaTheresia¬, de vlot en de torekensstraat.",6,2
474,"Maria-Theresiastraat","r. Marie-Thérèse","in den nieuwer rabotwijk, van de kerkstraat tot Maria-Therresiaplaats.",6,2
475,"Marjoleinstraat",,"ziet mageleinstraat.",,
476,"Marnixstraat","rue Marnix","eerste straat links, van de kortrijkschesteenweg tot boulevard Leopold.","H 5",2
477,"Maststraat","rue du mat","van meulesteedschesteenweg tot spadestraat.","H 3",1
478,"Mathieu-Gesweinstraat","rue Math. Geswein","van vanakensstraat tot begijnhofboulevard.",2,2
479,"Meelstraat","rue de la farine","van molenaarstraat tot lievegang.",3,1
480,"Meerschstraat","rue des prairies","s. Amandberg, van antwerpschesteenweg tot Gentstraat s. Amandsberg.",,
481,"Meerschstraat","rue des prairies","van den kortrijkschesteenweg tot s. Denijs.","H 5",2
482,"Meersteeg","rue du lac","van abrahamstr. tot burgstraat.",2,2
483,"Meirelbeekstraat","rue de Meirelbeke","van gildestraat tot oude beestenmarkt.",1,1
484,"Merelstraat","rue du merle","van zwijnaardsche steenweg tot thaliestraat.","H 5",2
486,"Mertensstraat","rue Mertens","s. Amandsberg, van De Somerstraat tot schoolstraat.",,
487,"Metsersstraat","rue des maçons","van regattendreef tot wollestraat.",7,1
488,"Meulestede","hameau de Meulestede","van meulesteedsche steenweg tot Wondelgem Evergem-Oostakker.","H 3",1
489,"Meulesteedschesteenweg","chaussée de Meulestede","van voormuide tot Meulestede.","H 3",2
490,"Minnemansteeg","rue des amants","van oude vlasmarkt tot kleine penitentenstraat.",1,1
491,"Minnemeersch","place du pré d'amour","van goudstraat tot minnemeerschbrug.",1,1
492,"Modenaaisteeg","rue des couturrières","van veldstraat tot predikheerenlei.",1,2
493,"Molekenstraat","rue du moulinet","v. veldstraat tot de lei.",1,2
494,"Molenaarstraat","rue des meuniers","van augustijnenkaai tot vogelenzangkaai.",3,1
495,"Molenstraat","rue du moulin","Ledeberg, van de vanlokerenstraat tot de langestraat.",0,1
496,"Molenstraat","rue du moulin","s. Amandsberg, achter het nieuw begijnhof.",,
497,"Molenweg","chemin du moulin","van coupure, linker oever, tot bijlokevest.",2,2
498,"Moriaanstraat","rue du maure","Ledeberg, van langestr. tot hundelgemschesteenweg.",0,1
499,"Mortierstr.","rue du mortier","v. veerstr. tot Van Eyckst. en Van Eyckplaats.",4,1
500,"Moutsteeg","rue du malte","van onderwijsstraat naar de schelde.","H 5",2
501,"Muinkbrugstraat","rue du pont des moines","van s. Amandstraat tot muinkkaai.",5,2
502,"Muinkkaai","quai des moines","van Lieven Bauwensplaats, langs de opperschelde, tot Benardstraat.",5,1
503,"Musschenstraat","r. des moineaux","van kortrijkschesteenweg tot zwijnaardschesteenweg, s. Pieters-Aalst.","H 5",2
504,"Nachtegaalstraat","rue du rossignol","van brugschesteenweg tot groendreef.",6,2
505,"Nassaustraat","rue Nassau","van kortrijkschesteenweg tot boulevard Léopold.","H 5",2
506,"Nederkouter","rue basse des champs","van ketelbrug tot kortrijkschestraat.",5,2
507,"Nederpolder","rue du bas-poldre","van hoogpoort tot roskamstraat.",1,2
508,"Nederscheldekaai",,"ziet reep.",,
509,"Nederscheldestraat","rue du bas-escaut","ziet Conservatoriumstraat.",1,2
510,"Nettestraat","rue du filet","van drongenschesteenweg tot brugschesteenweg.",6,2
511,"Nieuwbegijnhofstraat","rue du nouveau béguinage","van dendermondschesteenweg tot Oostakkerstraat.",7,1
512,"Nieuwe casinostraat","rue neuve du casino","van twaalfkamersstraat tot casinoplaats.",2,2
513,"Nieuwe hospitaalstraat","rue du nouvel hôpital","van de coupure tot het nieuw hospitaal.",2,2
514,"Nieuwe kerkstraat","nouvelle rue de l’église","van nijverheidslaan tot Wondelgem (boerenkerkstraat).",6,2
515,"Nieuwenboschstraat","rue du nouveau bois","van Van Arteveldeplaats tot tweebruggenstraat.",4,1
516,"Nieuwe sasschepoortstraat",,"ziet voormuide.",,
517,"Nieuwe straat","rue neuve","Ledeberg, van driesstraat tot brusselschesteenweg.",0,1
518,"Nieuwe theresianenstraat","rue neuve des thérésiennes","van rasphuisstraat tot theresianenstraat.",2,2
519,"Nieuwe wandeling","nouvelle promenade","van coupure, linker oever, tot akkergemboulevard.",2,2
520,"Nieuwe weg",,"ziet kanunnikstraat.",,
521,"Nieuwland","rue terre-neuve","van huidevetterskaai tot priestersstraat.",3,1
522,"Nieuwpoortje",,"ziet s. Jansdreef en ijkstraat.",,
523,"Noordkaai, b. de brugschepoort","quai du nord, faub. de Bruges","van noordstraat tot eliseeschevelden.",6,2
524,"Noordstraat","rue du nord","van brugschepoortstraat tot noordkaai (buiten de brugschepoort).",6,2
525,"Noordstraat","rue du nord","Ledeberg, van vooruitgangplaats tot langestraat (noord de kerk).",0,1
526,"Normaalschoolstraat","rue de l’école normale","van heuvelstraat tot zwijnaardschesteenweg.","H 5",2
528,"Notelaarstraat","rue du noyer","van abrikoosstraat tot groendreefstraat.",6,2
529,"Nijverheidskaai","quai de l'industrie","van tolhuisbrug tot Wondelgem.",3,1
530,"Nijverheidslaan","boulevard de l'industrie","van palingshuizen tot aan de nijverheidskaai, linkerkant van de verbindingsvaart. ","6—H 3",2
531,"Nijverheidsplaats","place de l'industrie","tusschen s. salvatorstraat en de tolhuisbrug.",3,1
532,"Oefeningsplein","champ des manoeuvres","was gelegen tusschen den boulevard van het kasteel en den dendermondscheweg, is tegenwoordig ingenomen door staats-spoorweg (station champs des manoeuvres, statie van het oefeningsplein.",7,1
533,"Okerstraat","r. de l'ocre","v. veldstr. tot predikheerenlei.",1,2
534,"Oliestraat","rue de l'huile","van steendam tot s. Jansdreef",1,1
535,"Olifantstraat","rue de l’éléphant","van dierentuindreef tot terplatenbrug.",5,1
536,"Olmstraat","rue de l'orme","van plaisantevest tot gasmeterlaan.",3,1
537,"Olijfsstraat","rue de l'olive","van hamerstraat tot notelaarstraat.",6,2
538,"Onderbergen","rue de la vallée","van s. Michielsplaats tot korte violettenstraat.",2,2
539,"Onderstraat","rue basse","van langemunt tot koningstraat",1,1
540,"Onderwijsstraat","rue de l'instruction","van ottergemschesteenweg tot zwijnaardschesteenweg, s. Pieters-Aalst","H 5",2
541,"Onze-lieve vrouwestraat","rue Notre-Dame","van boomgaardstraat tot plottersgracht.",3,1
542,"Oostakkerstraat","rue d'Oostacker","van antwerpschesteenweg tot dendermondschesteenw., op het gebied van Gent.",7,1
543,"Oostenrijkersstraat","rue des Autrichiens","van prooststraat tot spanjaardstraat",7,1
544,"Ossenstraat","rue des boeufs","van slachthuisstraat tot spanjaardstraat.",7,1
545,"Oranjeberg","rue d'Orange ou de la liberté","van kalanderberg tot gouvernementstraat.",1,2
546,"Opperscheldestraat",,"ziet gouvernementstraat.",,
547,"Ottergemschesteenweg","chaussée d'Ottergem","van de voormalige heuvelp. tot zwijnaarde, s. Pieters-Aalst.","H 5",2
548,"Ottogracht",,"ziet baudeloolei.",,
549,"Ottostraat",,"ziet baudeloostraat.",,
550,"Oudburg","rue du vieuxbourg","van kraanlei tot sluizeken.",3,1
551,"Oude ajuinenlei","vieux quai aux oignons","van predikheerenstraat tot recollettenlei.",2,2
552,"Oude driesstraat","rue vieille du pré","van den dries tot brusselschesteenweg.",0,1
553,"Oude kerkweg","vieux chemin de l’église","op akkergemstraat, zonder eind.",2,2
554,"Oude molenaarsstraat","vieille rue des meuniers","van en tot terplaten.",5,2
555,"Oudenaardschesteenweg","chaussée d'Audenarde","buiten de heuvelpoort.","H 5",2
556,"Oude ossenmarkt","vieux marché aux boeufs","van oude beestenmarkt tot weezenstraat.",1,1
557,"Oude sasschepoortstraat","rue de l'ancienne porte du sas","van klein meerhem tot dok en voormuide.","H 3",1
558,"Oude schaapenmarkt","vieux marché aux moutons","van vlasmarkt tot s. Jansdreef.",1,1
559,"Oude Scheldestraat","rue du vieil Escaut","van kuiperskaai tot Vlaanderenstraat.",4,1
560,"Oude vest","rue du vieux rempart","van baudeloostraat tot goudstraat.",1,1
561,"Oude vlasmarkt","vieux marché au lin","van vrijdagmarkt tot bij s. Jacobs.",1,1
562,"Paallepelstraat",,"ziet pollepelstraat.",,
563,"Pacificatiestraat","rue de la pacification","Ledeberg, van de vooruitgangplaats tot driesstraat.",0,1
564,"Paddenhoek","rue de la crapaudière","van kalanderberg tot voldersstraat.",1,2
565,"Palingshuizen, buiten de brugschepoort","maisons aux anguilles, faubourg de Bruges","van eliseesche-velden tot Mariakerke.",6,2
566,"Palingstraat","rue aux anguilles","van abriekplaats tot korte schipgracht.",3,1
567,"Pannestraat","rue de la tuile","van de palingshuizen tot gasmeterlaan.",6,2
568,"Papegaaistraat","rue du perroquet","van annonciadestr. tot galgenbergstraat.",2,2
569,"Papegaaistraatje",,"ziet kleine onderstraat.",,
570,"Papegaaistraatje","rue du perroquet","s. Amandsberg, van antwerpschesteenweg tot dendermondscheweg, overkant van de Oostakkerstraat.",,
571,"Papenstraat",,"ziet priestersstraat.",,
572,"Paradijszak","impasse du paradis","in de donkersteeg, zonder eind.",1,1
573,"Parkstraat","rue du parc","van het nieuw begijnhof tot oostackerstraat.",7,1
574,"Parijsberg","montagne de Paris","van lammenstraat tot de schelde.",5,1
575,"Patershool",,"ziet korte kalversteeg.",,
576,"Patijntjestraat","rue du patin","van de meerschstraat tot snepbrug, s. Pieters-Aigem.","H 5",2
577,"Pekelharing","rue du hareng-pec","v. lindelei tot ijperstr.",2,2
578,"Pelikaanstraat","r. du pelican","v. belgradestr. tot aabeelstr.",4,1
579,"Penitentenstraat","rue des pénitents","van kleine botermarkt tot wolvensteeg.",1,1
580,"Pensmarkt","marché aux tripes","van groenselmarkt tot hooiaard.",1,2
581,"Penssteeg","impasse aux tripes","op de hoogstraat, zonder eind.",2,2
582,"Pensstraat","rue aux tripes","van koornlei tot drapstraat.",2,2
583,"Peperstraat","rue du poivre","van hoogstraat tot burgstr.",2,2
584,"Perkamentstr.","r. du parchemin","van burgstr. tot de lei.",2,2
585,"Peterceliestraat","rue du persil","van boomstraat tot brugschesteenweg.",6,2
586,"Pharaïldeplaats",,"ziet veerleplaats.",,
587,"Phoenixstraat, buiten de brugschepoort","rue du phoenix, faub. de Bruges","van coupure tot brugschesteenweg.",6,2
588,"Plataanstraat","rue du platane","van plezantevest tot gasmeterlaan.",3,1
589,"Plateaustraat","rue Plateau","van nederkouter tot Sint- Pietersnieuwstraat.",5,2
590,"Plattensteeger",,"maakt deel van s. salvatorstraat.",,
591,"Plezantevest","rempart de plaisance","ziet boulevard van plaisance.",,
592,"Ploegstraat","rue de la charrue","van den meulesteedschesteenweg tusschen 160 en 162 tot ijzeren weg.","H 3",1
593,"Plottersgracht","fossé des corroyeurs","van hertogstraat tot roodekoningstraat.",3,1
594,"Pluimstraat","rue de la plume","van tinnenpotstraat tot korte zilverstraat.",2,2
595,"Poel","place du marais","van drapstraat tot hoogstraat.",2,2
596,"Poelmanstraat","rue Poelman","ziet kleine statiestraat.",,
597,"Pollepelstraat","rue de la cuiller","van savaanstraat tot bagattenstraat.",5,2
598,"Pontstraat","rue du ponton","Gentbrugge, van kerkstraat tot de schelde.",0,1
599,"Populierstraat","rue du peuplier","van boulevard van plaisance tot gasmeterlaan.",3,1
600,"Posthoornstraatje",,"ziet kromsteeg.",,
601,"Posthoornstraat","rue du cornet de poste","Ledeberg, van brusselschesteenweg tot kerkstraat en tot den dries, Gentbrugge.",0,1
602,"Pouillemarkt","marché aux poulets","ziet kiekenmarkt.",,
603,"Predikheerenlei","quai des dominicains","van graslei tot hoornstraat.",1,2
604,"Predikheerenstraat","rue des dominicains","van predikheerenbrug tot onderbergen.",2,2
605,"Priestersstr.","r. des prêtres","van s. salvatorstr. tot dok.",3,1
606,"Prinsenhof","cour du prince","v. groot gewat tot rabotweg.",2,1
607,"Prinsenstraat","rue du prince","van het prinsenhof tot de rabotstraat (voortijds de 1e prinsenhofzaksteeg).",2,2
608,"Prinsensteeg of 1e prinsenhofzaksteeg","impasse du prince","ziet prinsenstraat.",2,2
,"2e prinsenhofzakstraat of hofsteeg   ","impasse de la cour","in ’t prinsenhof, straat zonder einde.",2,2
609,"Prooststraat","rue du prévôt","van s. machariusstraat tot kazemattenstraat.",7,1
610,"Proveniersstraat","rue des prébendiers","van begijnhofplaats tot begijnenstraat.",2,2
611,"Puinstraat","rue des ruines","van boulevard Lousbergs tot ossenstraat.",7,1
612,"Quaedham",,"ziet spiegelstraat.",,
613,"Rabotdreef","avenue du rabot","in den nieuwen rabotwijk, v. De Smetstraat tot den gasmeterboulev. aan de brug van den spoorweg op de verbindingsvaart.",6,2
614,"Rabotstraat","rue du rabot","van begijnendries tot begijnhofboulevard.",2,2
615,"Rabotweg","passage de rabot","van prinsenhof tot begijnhofboulevard.",2,2
616,"Raffinadestraat","rue de la raffinerie","van waaistraat tot de lei, achterlei.",1,1
617,"Ram","rue du bélier","van hoogstraat tot burgstraat.",2,2
618,"Rapenstraat","rue des navets","van lange violettenstraat tot Antheunisstraat.",4,1
619,"Rasphuisstraat","rue de la maison de force","van hoogstraat tot coupure, rechter oever.",2,2
620,"Ravenstraat","rue du corbeau","van veldstraat tot de rivier, oude ajuinenlei.",1,2
621,"Recollettenlei","quai des récollets","van oude ajuinenlei tot lindenlei.",2,2
622,"Recollettenplein","place du palais de justice, ou place du commerce, ancienne plaine des récollets","van veldstraat en recollettenbrug tot ketelbrug.",1,2
623,"Reep","quai du bas-escaut","van brabantdam tot keizerkarelstraat.",4,1
624,"Regattendreef","avenue des régates","van ham tot dok.",7,1
625,"Registerstraat",,"ziet rogierstraat.",,
