"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI","map_number"
531,12745,3916,"jodenstr.","Jodenstraat","Juifs, rue des","Rue des juifs","r. du gouvernement — place Laurent. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",60
532,12746,1579,"Justus Lipsiusstr.","Justus Lipsiusstraat","Juste Lipse, r.","Rue juste lipse","boul. du grand marais — av. du tolhuis. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",30
533,12747,3945,"Keybergstr.","Keybergstraat","Keyberg, r.","Rue keyberg","r. St Eloi — r. de la noce Gendbrugge.",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",
534,12748,3988,"Kluyskensstr.","Kluyskensstraat","Kluyskens, r.","Rue kluyskens","r. des hospices — quai de la biloque. ",11,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",77
535,12749,4107,"meersteeg","Meersteeg","Lac, r. du","Rue du lac","r. d’Abraham — r. de Bruges ",2,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",48
536,12750,4046,"Lachaertstr.","Lachaertstraat","Lachaert, r.","Rue lachaert","r. de l’église — ch. d’Hundelgem (Ledeberg). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg","101-102"
537,12751,4507,"wollestr.","Wollestraat","Laines, r. aux","Rue aux laines","r. d’Anvers — pl. du dock. ",8,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 41-52"
538,12752,4531,"zuivelsteeg","Zuivelsteeg","Laitage, r. du","Rue du laitage","pont du laitage — marché du vendredi. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",49
539,12753,12753,"Lamastr.","Lamastraat","Lama, r. du","Rue du lama","r. du cerf — r. du Jardin ",4,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",79
540,12754,2828,"Langerbruggestr.","Langerbruggestraat","Langerbrugge, r. de","Rue de langerbrugge","r. du moulin à vent — Canal de Terneuzen. ",8,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",3
541,12755,4062,"Laurens Delvauxstr.","Laurens Delvauxstraat","Laurent Delvaux, r.","Rue laurent delvaux","boul. de la citadelle — pl. Van Duyse. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 87 88"
542,12756,4063,"Laurentplaats","Laurentplaats","Laurent, place","Place laurent","digue de brabant — r. de Flandre, r. du Limbourg. ",4,"1|2","1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg","60 70"
543,12757,4065,"Ledeganckstr.","Ledeganckstraat","Ledeganck, r.","Rue ledeganck","ch. de Zwynaerde — boul. de l'horticulture. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",98
544,12758,3846,"groenselmarkt","Groenselmarkt","Légumes, marché aux","Marché aux légumes","r. haut-port — r. c. de la monnaie — marché aux tripes et pont de la boucherie.",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",
545,12759,3033,"Vrijheidslaan","Vrijheidslaan","Liberté, avenue de la","Avenue de la liberté","r. des Hiboux pl. de la Constitution. ",8,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 107-108"
546,12760,6710,"zakkebandstr.","Zakkebandstraat","Liens, r. aux","Rue aux liens","quai porte aux vaches — r. de la pièce. ",4,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 61-71"
547,12761,4079,"Lievestr.","Lievestraat","Liève, r. de la","Rue de la liève","pont de la Liève — r. l. des pierres. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",49
548,12762,4076,"Lievegang","Lievegang","Liève, pass. de la","Passage de la liève","quai St Antoine — r. de l'ermitage. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",38
549,12763,4077,"Lievekaai","Lievekaai","Liève, quai de la","Quai de la liève","pet. aven. de la cour — r. courte d’argent. ",2,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 38 48"
550,12764,4078,"Lieven Bauwenspl.","Lieven Bauwensplaats","Liévin Bauwens, pl.","Place liévin bauwens","r. de l’agneau — quai des moines — boul. zoologique et r. de la station. ",4,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",70
551,12765,12765,"Lieven De Winnestr.","Lieven De Winnestraat","Liévin De Winne, r.","Rue liévin de winne","r. des douze chambres — coupure ",2,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",67
552,12766,4080,"Limburgstr.","Limburgstraat","Limbourg, r. du","Rue du limbourg","pl. Laurent — place St Bavon. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",60
553,12767,12767,"grensstr.","Grensstraat","Limite, r. de la","Rue de la limite","r. du maïs — maisons aux anguilles. ",10,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 5 9"
554,12768,6251,"oude vlasmarktstr.","Oude vlasmarktstraat","Lin, r. du vieux marché au","Rue du vieux marché au lin","marché au vendredi — cloître St Jacques. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",50
555,12769,4462,"vlasmarkt","Vlasmarkt","Lin, marché au","Marché au lin","cloître St Jacques — r. n. St. Jacques. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",50
556,12770,4463,"vlasstr.","Vlasstraat","Lin, r. au","Rue au lin","r. de la Lys — r. de la couronne. ",6,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 45 46"
557,12771,4069,"leeuwstraat","Leeuwstraat","Lion, r. du","Rue du lion","r. Bénard — boul. St Liévin ",5,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg"," 90-100"
558,12772,3838,"gouden leeuwpl.","Gouden leeuwplaats","Lion d'or, place du","Place du lion d'or","r. c. des chevaliers — marché aux poulets et pet. turquie ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",59
559,12773,4278,"roodeleeuwstr.","Roodeleeuwstraat","Lion rouge, r. du","Rue du lion rouge","entre les n°s 45 et 61 de la ch. d’Hundelgem. (Ledeberg). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",101
560,12774,3681,"bonteleeuwstr.","Bonteleeuwstraat","Lion, r. du","Rue du lion","r. courte du marais — r. des champs. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",59
561,12775,4084,"Liverpoolstr.","Liverpoolstraat","Liverpool, r. de","Rue de liverpool","ch. de Meulestede — avenue de l’avant-port. ",8,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",10
562,12776,4689,"boeksteeg","Boeksteeg","Livre, r. du","Rue du livre","r. des champs — q. des dominicains. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",59
563,12777,4085,"Londenstr.","Londenstraat","Londres, r. de","Rue de londres","aven. de l’avant-port — pl. de l’avant-port. ",8,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",10
564,12778,4058,"langestr.","Langestraat","Longue, r.","Rue longue","ch. d’Hundelgem — ch. de Bruxelles. (Ledeberg). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg","92-102"
565,12779,4087,"Loostr.","Loostraat","Loo, r. de","Rue de loo","r. de Blankenberghe — r. de la forge ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",96
566,12780,3288,"klinkkouterstr.","Klinkkouterstraat","Loquet, r. du","Rue du loquet","r. de l’avenir — r. des entrepreneurs. (Mont-St Amand). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg","67-74"
567,12781,1067,"Louis De Smetstraat","Louis De Smetstraat","Louis De Smet, r.","Rue louis de smet","r. du cornet de poste — ch. de Bruxelles, Ledeberg. ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",92
568,12782,4508,"wolfsteeg","Wolfsteeg","Loups, r. aux","Rue aux loups","r. baudeloo — r. de l'esturgeon. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=338&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.679/full/full/0/native.jpg",50
