observatie ID,plaats ID,crab ID,naam (NL),naam (NL) clean,naam (FR),plaatsbeschrijving,politiekwartier,kanton vredegerecht,datering,bron,Column,Column2,Column3
3636,3636,,Bassijnplaats,Bassijnplaats,place du bassin,"Gentbrugge, van bassijnstraat tot scheldekant.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3637,3637,,Bassijnstraat,Bassijnstraat,rue du bassin,"Gentbrugge, van kerkstraat tot bassijnplaats.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3638,3638,,"Batterijstraat, b. de brugschepoort","Batterijstraat, b. de brugschepoort",rue de la batterie,van brugschensteenweg tot zuidkaai.,6,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3639,3639,,Baudeloolei,Baudeloolei,,ziet ottogracht.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3640,3640,,Baudeloostraat,Baudeloostraat,"rue d'othon, du jardin des plantes ou baudeloo",van baudeloolei tot oudevest.,1,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3641,3641,,Baviaanstraat,Baviaanstraat,rue des babouins,van zaaimansstraat tot fabriekplaats.,3,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3642,3642,,Beekstraat,Beekstraat,rue du ruisseau,"Gentbrugge, van moriaanstraat Gentbrugge tot veldstraat Gentbrugge.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3643,3643,,Beeldhouwerstraat,Beeldhouwerstraat,rue de sculpteur,"s. Amandsberg, van kunststraat tot toekomststraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3644,3644,,Beestenmarkt (nieuwe),Beestenmarkt (nieuwe),nouveau marché au bétail,tusschen kasteelboulevard en 't slachthuis.,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3645,3645,,Beestenmarkt (oude),Beestenmarkt (oude),vieux marché au bétail,van s. jacobsnieuwstraat tot zilverstraat.,1,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3646,3646,,Begijnendreef,Begijnendreef,avenue des béguines,"s. Amandsberg, van schoolstraat tot nieuw begijnhof.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3647,4637,,Begijnendries,Begijnendries,,ziet s. Elisabethplaats.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3648,3648,,Begijnengracht,Begijnengracht,fossé s. Elisabeth,van burgstraat tot brugschepoortstraat.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3649,3649,,Begijnenstraat,Begijnenstraat,rue des béguines,van begijnhofplaats tot begijnhofboulevard.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3650,3688,,Begijnhofboulevard,Begijnhofboulevard,,ziet boulevard van het begijnhof.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3651,3651,,Begijnhofplaats,Begijnhofplaats,pl. du béguinage,rond s. Elisabethkerk.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3652,3652,,Belgradestraat,Belgradestraat,rue de belgrade,van brabantdam tot keizerkarelstraat.,4,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3653,3653,,Bellevuestraat,Bellevuestraat,rue de bellevue,"van coupure, linker oever, tot akkergemstraat.",H 2,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3654,3654,,Bellevuestraat,Bellevuestraat,rue de bellevue,"Ledeberg, van hundelgemschen steenweg, rechts, tot de schelde.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3655,3655,,Benardstraat,Benardstraat,r. Benard,v. muinkbrug t. dierentuindr.,5,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3656,3656,,Bennesteeg,Bennesteeg,rue des vanniers,van mageleinstraat tot veldstraat,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3657,3657,,Berensteeg,Berensteeg,rue aux ours,"van goudstraat tot rivier, achterlei.",1,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3658,3658,,Berouwstraat,Berouwstraat,rue du repentir,van chartreuzenstraat tot tusschen vogelenzangkaai en geuzenberg.,3,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3659,3713,,Berriesteeg,Berriesteeg,rue de la civière,ziet bronsteeg.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3660,3660,,Bestormstraat,Bestormstraat,rue d'assaut,van onderbergen tot violettenlei.,2,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3661,3661,,Beukstraat,Beukstraat,rue du hêtre,van verbindingstraat tot populierstraat.,3,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3662,3662,,Bezemsstraat,Bezemsstraat,r. des balais,v. onderbergen t. struifsteeg.,2,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3663,3663,,Biestraat,Biestraat,rue de l'abeille,van land van waasstraat tot Oostakkerstraat.,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3664,3664,,Biezenkapelstraatje,Biezenkapelstraatje,ruelle dite biezenkapel,van regnessenstraat tot nederpolder.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3665,3665,,Binnenweg,Binnenweg,chemin de traverse,"Ledeberg, van hundelgemschen steenweg tot verder op den zelfden weg.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3666,3666,,Bisdomkaai,Bisdomkaai,quai de l'évêché,van wijngaardbrug tot nieuwbrug.,1,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3667,3667,,Bisdomplaats,Bisdomplaats,place de l'évêché,van bij s. Baafs tot reep.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=621&xywh=-687%2C-1%2C4496%2C2723,,,
3668,3668,,Bisschopstraat,Bisschopstraat,rue Bisschop,"Ledeberg, van hundelgemschen steenweg tot trekweg.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3669,3669,,Blandinusstraat,Blandinusstraat,rue blandin,van s. pietersnieuwstraat tot s. amandstraat.,5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3670,4500,,Blauwmeiskensstraat,Blauwmeiskensstraat,,ziet werregarenstraat.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3671,3671,,Bleekersdijk,Bleekersdijk,digue des blanchisseurs,v. nieuwland tot ham.,H 3,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3672,3672,,Bleekerijstraat,Bleekerijstraat,rue de la blanchisserie,van bleekersdijk tot ham.,H 3,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3673,3673,,Blindeken,Blindeken,r. de l’aveugle,v. comijnstr. tot brouwersstr.,2,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3674,3674,,Bloemistenstraat,Bloemistenstraat,rue des fleuristes,"St. Amandsberg, van antwerpsche steenweg tot achterstraat.",7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3675,3675,,Bloemstraat,Bloemstraat,rue aux fleurs,van nederkouter tot pollepelstraat.,5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3676,3676,,Bloemstraat,Bloemstraat,rue aux fleurs,"Ledeberg, van ijzerenwegboulevard (ledeberg) tot bellevuestraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3677,3677,,Bloemstraat,Bloemstraat,rue aux fleurs,"Gentbrugge, van statieplaats (meirelbeke) tot meirelbekestraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3678,3678,,Boegsteeg,Boegsteeg,r. de la proue,v. veldstr. tot predikheerenlei.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3679,3679,,Bombaystraat,Bombaystraat,rue de Bombay,van Londenstraat tot voorhavendreef.,H 3,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3680,3680,,Bommelstraat,Bommelstraat,rue du bondon,"van ottergemschen steenweg tot zwijnaardschen steenweg, s. Pieters-Aalst.",H 5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3681,3681,,Bonteleeuwstraat,Bonteleeuwstraat,rue du lion,van korte meire tot veldstraat.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3682,3682,,Boomgaardstraat,Boomgaardstraat,rue du verger,van hertogstraat tot roodekoningstraat.,3,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3683,3683,,Boomstraat,Boomstraat,rue de l’arbre,van peterceliestraat tot brugschen steenweg,6,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3684,3684,,Boschstraat,Boschstraat,rue du bois,"Gentbrugge, van achterdries tot heuzenbrug.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3685,3685,,Botermansstraat,Botermansstraat,rue des beurriers,van burgstraat tot meersteeg.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3686,3686,,Botermarkt,Botermarkt,marché au beurre,van hoogpoort tot mageleinstraat.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3687,3611,,Boulevard van akkergem,Boulevard van akkergem,boulev. d’akkergem,ziet akkergemboulevard.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3688,3688,,Boulevard van het begijnhof,Boulevard van het begijnhof,boulev. du béguinage,van plezantevest tot brugschepoortstraat.,H 6,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3689,3689,,Boulevard van Brussel of brusselsche boulevard,Boulevard van Brussel of brusselsche boulevard,boulevard de Bruxelles,van einde keizer- tot einde s. lievenstraat.,4,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3690,3690,,Boulevard der citadel,Boulevard der citadel,boulevard de la citadelle,van aan de Leibrug tot aan Terplatenbrug.,H 5 en 5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3691,3761,,Boulevard van den dierentuin,Boulevard van den dierentuin,,ziet dierentuindreef.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3692,3692,,Boulevard van den kleinen dok,Boulevard van den kleinen dok,boulevard du petit dok,van antwerpschen steenweg tot meulesteedschen steenweg.,H3 — HM 3,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3693,3693,,Boulevard Frère-Orban,Boulevard Frère-Orban,boulevard Frère-Orban,van statieplaats tot s. Lievensboulevard.,4,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3694,3694,,Boulevard van den gasmeter,Boulevard van den gasmeter,boulev. du gazomètre,van eliseeschevelden tot plezantevest langs het water.,3 — H 6,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3695,3695,,Boulevard der Schelde,Boulevard der Schelde,boulevard de l’Escaut,langs de schelde van boulevard Lousbergs tot aan de brug van den ringspoorweg.,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3696,3834,,Boulevard der godshuizen,Boulevard der godshuizen,boulevard des hospices,ziet godshuizenboulevard.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3697,3697,,Boulevard der heirnisse,Boulevard der heirnisse,boulevard de l’heirnisse,van kasteelboulevard tot aan de nieuwe sluis (Gentbrugge).,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3698,3883,,Boulevard der normaalschool,Boulevard der normaalschool,boul. de l’école normale,ziet Hofbouwlaan.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3699,3933,,Boulevard van het kasteel,Boulevard van het kasteel,boulevard du château,van boulevard Lousbergs tot hoek der schoolkaai.,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3700,3700,,Boulevard Leopold,Boulevard Leopold,boulev. Leopold,van den boulevard der citadel tot kortrijkschen steenweg.,H 5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3701,3701,,Boulevard Lousbergs,Boulevard Lousbergs,boulev. Lousbergs,"voorheen visscherij, linker oever, van den slachthuisboulevard tot de nederschelde, bij de keizerpoort.",7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3702,3702,,Boulevard van plaisance,Boulevard van plaisance,boulevard de plaisance,van begijnhofboulevard tot nijverheidsplaats.,H 6 — 3,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3703,3703,,Boulevard van s. Lieven,Boulevard van s. Lieven,boul. s. Liévin,van brusselschen boulevard tot aan de terplatenbrug.,4,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3704,4354,,Boulevard van het slachthuis,Boulevard van het slachthuis,boulevard de l’abattoir,van de schoolkaai tot boulevard Lousbergs.,7,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3705,3705,,Boulevard van den ijzeren weg,Boulevard van den ijzeren weg,boulevard du chemin de fer,"Gentbrugge, van kerkstraat tot leemstraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3706,3706,,Brabantdam,Brabantdam,rue digue de brabant,van brabantstraat tot Van Arteveldeplaats.,4,1,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3707,3707,,Brabantstraat,Brabantstraat,rue de brabant,van vogelmarkt tot brabantdam.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3708,3708,,Braderijstraat,Braderijstraat,rue des rotisseurs,van groot gewat tot lievekaai.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3709,3709,,Braeckmanstraat,Braeckmanstraat,rue Braeckman,"s. Amandsberg, in de achterstraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3710,3710,,Brandstraat,Brandstraat,rue de l'incendie,van houtlei tot holstraat.,2,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3711,3711,,Brederodestraat,Brederodestraat,rue Brederode,van kortrijkschen steenweg tot boulevard Leopold.,H 5,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3712,3712,,Breidelsteeg,Breidelsteeg,r. des selliers,van appelbrug tot burgstr.,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3713,3713,,Bronsteeg,Bronsteeg,"rue de la source, rue de la civière",v. kalanderberg tot gouvernementstraat.,1,2,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3714,3714,,Brouwersstraat,Brouwersstraat,rue des brasseurs,van ram tot blindeken,2,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3715,3715,,Brugschepoortstraat,Brugschepoortstraat,rue de la porte de Bruges,"van hoogstr. en begijnengracht t. noordstr., brugschep.",2,2 en 3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3716,3716,,"Brugschensteenweg, buiten de brugschepoort","Brugschensteenweg, buiten de brugschepoort",chaussée de Bruges,van phoenixstraat tot Mariakerke.,6,3,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3717,3717,,Bruiloftstraat,Bruiloftstraat,rue de la noce,"Gentbrugge, van brusselschensteenweg tot kasteelstraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3718,3718,,Brunaustraat,Brunaustraat,rue Brunau,"van Oostakkerstraat tot hoogstraat, s. Amandsberg.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3719,3689,,Brusselscheboulevard,Brusselsche boulevard,,ziet boulevard van Brussel.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3720,3689,,Brusselschepoortvest,Brusselschepoortvest,,ziet boulevard van Brussel.,,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3721,3721,,Brusselschensteenweg,Brusselschensteenweg,chauss. de Bruxelles,"Gentbrugge, van hovenierstraat tot Melle.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=622&xywh=-687%2C-1%2C4496%2C2723,,,
3722,3722,,Brusselschensteenweg,Brusselschensteenweg,chaussée de Bruxelles,"Ledeberg, van de keizerpoort tot hovenierstraat.",,,1898,https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=623&xywh=-687%2C-1%2C4496%2C2723,,,
