"order_id","place_name_NL","place_name_FR","description"
358,"Lammerstraat","rue de l’agneau","van s. Pietersnieuwstraat tot Lieven Bauwensplaats."
359,"Land van Waasstraat, b. de dampoort","rue du pays de Waas","van dendermondschesteenweg tot antwerpschesteenweg."
360,"Lange beenhouwersstraat","rue longue des bouchers","van reep tot sleutelstraat."
361,"Lange bogaardstraat","rue longue du verger","v. brabantdam tot capuciennenham."
362,"Lange kalversteeg","rue longue aux veaux","van oudburg tot korte kalversteeg."
363,"Lange krevelsteeg","rue longue des démangeaisons ou passage de la rue s. Liévin","v. keizerstr. tot s. Lievenstraat."
364,"Langemeire","r. l. du marais","v. kalanderberg t. kortemeire."
365,"Langemunt","rue longue de la monnaie","van groenselmarkt tot grootkanonplaats."
366,"Lange penitentenstraat",,"ziet penitentenstraat."
367,"Lange steenstraat","rue longue des pierres","van lievenstraat tot kortesteenstraat."
368,"Lange wijngaardstraat","rue longue de la vigne","van reep tot lange bogaardstraat."
369,"Lang schipgracht","rue longue des bateaux","van lange steenstraat tot zaaimansstraat."
370,"Laurierstraat","rue du Laurier","van s. Pietersnieuwstraat tot s. Huibrechtstraat."
371,"Leeuw te putte",,"ziet gouden leeuwplaats."
372,"Leikaai, buiten de brugschepoort","quai de la lys","van phoenixstraat tot Drongen."
373,"Leistraat, buiten de brugschepoort","rue de la lys","van roigemstraat tot leikaai."
374,"Leisteeg","ruelle de la lys","v. nederkouter t. de lei (lindelei)."
375,"Leopoldstraat","rue Léopold","van roodetorenkaai tot kasteelbrugstraat."
376,"Liberteitstraat",,"ziet oranjeberg."
377,"Lievegang","passage de la liève","v. s. Antoniuskaai t. kluizestr."
378,"Lievekaai","quai de la liève","v kl. gewat t. korte zilverstraat."
379,"Lievestraat","rue de la liève","v. lievebrug t. langesteensstraat."
380,"Lieven Bauwensplaats","place Liévin Bauwens","van lammerstraat tot muinkkaai, dierentuindreef en statiestraat "
,"Lindelei","quai aux tilleuls ","van recollettenlei tot coupure, rechter oever."
381,"Luxemburgstraat","rue du luxembourg","van kleine ramstraat tot ramstraat."
382,"Maagdestraat","r. de la pucelle","v. violettelei t. papegaaistraat."
383,"Maaihoveken",,"ziet kuiperskaai."
384,"Mageleinstraat","rue magelein ou aux marjolaines","van aan het belfort tot kalanderstraat."
385,"Mannekensaarde",,"ziet groot kanonplaats."
386,"Marjoleinstraat",,"ziet mageleinstraat."
387,"Meerschkantstraat, s. Amandsberg","rue des prairies","van antwerpschesteenweg tot achter s. amandsberg."
388,"Meersteeg","rue du lac","van abrahamstraat tot burgstraat."
389,"Meirelbeekst.","r. de Meirelbeke","v. gildestr. t. beestenmarkt."
390,"Metsersstraa","rue des maçons","v bleekersreke t. dok."
391,"Meulestede","hameau de Meulestede","van buitenmuide en terneuschelaan tot Wondelgem-Evergem-Oostakker."
392,"Minnemanssteeg","rue des amants","van oude vlasmarkt tot kleine penitentenstraat."
393,"Minnemeersch","place du pré d'amour","van goudstraat tot minnemeerschbrug."
394,"Modenaaisteeg","rue des couturières","van veldstraat tot predikheerenlei."
395,"Molekenstraat","rue du moulinet","(nu gesloten) van veldstraat tot de lei."
396,"Molenaarsstraat","rue des meuniers","van augustijnenkaai tot vogelenzangkaai."
397,"Molenstraat","rue du moulin","Ledeberg, van langestraat tot Vanlokerenstraat."
398,"Molenweg","rue du moulin","van coupure, linker oever, tot bijlokevest."
399,"Mooriaanstraat","r. du maure","maakt deel van den hundelgemschesteenweg, nabij den hazewind."
400,"Mortierstraat","rue du mortier","v. veerstraat t. koepoortkaai."
401,"Muinkbrugstraat","rue du pont des moines","van s. Amandstraat tot muinkkaai."
402,"Muinkkaai","quai des moines","van Lieven Bauwensplaats, langs de opperschelde tot Ledeberg."
403,"Nederkouter","rue basse des champs","van ketelbrug tot korrijkschestraat."
404,"Nederpolder","r. du bas-poldre","v. hoogpoort t. roskamstraat."
405,"Nederscheldkaai",,"ziet reep."
406,"Nederscheldstraat","rue du bas-escaut","van bij s. Baafs tot brabantstraat."
407,"Nettestraat","rue du filet","van drongenschesteenweg tot brugschesteenweg."
408,"Nieuwenboschstraat","rue du nouveau-bois","van Arteveldeplaats tot Vandenbruggensteeg."
409,"Nieuwe casinostraat","rue neuve du casino","van 12kamersstraat tot casinoplaats."
410,"Nieuwe rabotstraat","rue neuve du rabot","ziet rabotstraat."
411,"Nieuwe sasschepoortstraat",,"ziet voormuide."
412,"Nieuwe straat","rue neuve","Ledeberg, van driesstr. tot brusselschesteenweg."
413,"Nieuwe theresianenstraat","rue neuve des thérésiennes","van rasphuisstraat tot theresianenstraat."
414,"Nieuwe wandeling","nouvelle promenade","van coupure, linker oever, tot Akkergemvest."
415,"Nieuwe weg",,"ziet kanonikstraat."
416,"Nieuw hospitaalstraat","rue du nouvel hôpital","van de coupure tot het nieuw hospitaal."
417,"Nieuwland","rue terre-neuve","van huidevetterskaai tot priesterstraat."
418,"Nieuwpoortje",,"ziet s. Jansdreef en ijkstraat."
419,"Noordkaai, buiten de brugschepoort","quai du nord, faub. de Bruges","v. brugschepoortstraat t. eliseesche-velden."
420,"Nijverheidskaai","quai de l’industrie","van tolhuisbrug tot Wondelgem."
421,"Nijverheidslaan","allée ou avenue de l'industrie","van palingshuizen tot aan de nijverheidskaai."
422,"Nijverheidsplaats",,"aan het begin der nijverheidskaai."
423,"Okerstraat","rue de l'ocre","van veldstraat t. predikheerenlei."
424,"Oliestraat","rue de l'huile","van steendam tot s. Jansdreef."
425,"Onderbergen","rue de la vallée","van s. Michielsplaats tot korte violettestraat."
426,"Onderstraat","rue basse","van langemunt tot koningstraat."
427,"Onze lieve vrouwestraat","rue Notre Dame","van bogaardstr. tot plottersgracht."
428,"Oostakkerstraat, linkerkant van het papegaaistraatje","rue d’Oostakker","van antwerpschesteenweg tot dendermondscheweg op het gebied van Gent."
429,"Oostenrijkersstraat","rue des Autrichiens","van s. Macharius- straat tot spanjaardsstraat."
430,"Oranjeberg","rue d'Orange ou de la liberté","van kalanderberg tot gouvernementstraat."
431,"Opperscheldestraat",,"ziet gouvernementstraat."
432,"Ottogracht",,"ziet baudeloolei."
433,"Ottostraat",,"ziet baudeloostraat."
434,"Oudburg","rue du vieux-bourg","van kraanlei tot sluizeken."
435,"Oude ajuinlei","vieux quai aux oignons","van predikheerenstraat tot recollettenlei."
436,"Oude kerkweg","vieux chemin de l’église","op akkergemstraat, zonder eind."
437,"Oude molenaarsstraat","vieille rue des meuniers","van en tot de muinkkaai."
438,"Oude ossenmarkt","vieux marché aux boeufs","van oude beestenmarkt tot weezenstraat."
439,"Oude sasschepoortstraat","rue de l’ancienne porte du sas","van lein meerhem tot dok en voormuide."
440,"Oude schaapmarkt","vieux marché aux moutons","van vlasmarkt tot s. Jansdreef."
441,"Oude scheldesteeg","passage du vieil-escaut","van brabantdam tot kleine kuipersstraat."
442,"Oude vest","r. du vieux-rempart","v. baudeloostr. t. goudstraat."
443,"Oude vlasmarkt","vieux marché au lin","van vrijdagmarkt tot bij s. Jacobs."
444,"Paddenhoek","rue de la crapaudière","van kalanderberg tot voldersstraat."
445,"Paallepelstraat","r. de la cuilier","v. savaanstraat t. bagattestr."
446,"Papenstraat",,"ziet priestersstraat."
447,"Palinghuizen, buiten de brugschepoort","maisons aux anguilles","van eliseesche-velden tot Mariakerke."
448,"Palingstraat","r. aux anguilles","v. fabriekpl. t. kort schipgr."
449,"Papegaaistr.","r. du perroquet","van annonciadestraat tot galgenbergstraat."
450,"Papegaaistraatje",,"ziet kleine onderstraat."
451,"Papegaaistraatje",,"buiten de dampoort, ziet Oostakkerstraat."
452,"Paradijszak","imp. du paradis","in de donkersteeg, zond eind."
453,"Parijsberg","montagne de Paris","van lammerstr. tot de schelde."
454,"Patershol",,"ziet korte kalversteeg."
455,"Pekelharing","r. du hareng-pec","van lindelei tot ijperstraat."
456,"Pelikaanstraat","rue du pelican","v. belgradestraat t. abeelstr."
457,"Penitentenstr.","r. des pénitents","v. kl. boterm. t. wolvensteeg."
458,"Pensmarkt","marché aux tripes","v. groenselmarkt t. hooiaard."
459,"Penssteeg","impasse aux tripes","op de hoogstraat, zonder eind."
460,"Pensstraat","rue aux tripes","van koornlei tot drapstraat."
461,"Peperstraat","rue du poivre","van hoogstraat tot burgstraat."
462,"Perkamentstraat","r. du parchemin","v. burgstraat tot de lei."
463,"Peterceliestraat","rue du persil","van boomstraat tot brugschen steenweg."
464,"Pharaïldeplaats",,"ziet veerleplaats."
465,"Phoenixstraat, buiten de brugschepoort","r. du phoenix, faub. de Bruges","van coupure tot brugschesteenweg."
466,"Plaisantevest","rempart de plaisance","van boulevard van het begijnhof tot klein meerhem."
467,"Plattensteeger",,"maakt deel van s. salvatorstraat."
468,"Plotte sgracht","fossé des corroyeurs","van hertogstraat tot roodekoningstraat."
469,"Pluimstraat","rue de la plume","v. tinnenpotst. t. korte zilverst."
470,"Poel","place du marais","van drapstraat tot hoogstraat."
471,"Poelmanstraat",,"ziet kleine statiestraat."
472,"Pontstraat","r. du bac","van kerkst., Gentbrugge, t. de schelde."
473,"Posthoornstraatje",,"ziet kromsteeg."
474,"Posthoornstraat","rue du cornet de poste","te Ledeberg, van brusselschesteenw. t. kerkst. en t. den dries Gentbrugge."
475,"Pouillemarkt","m. aux poulets","v. boterm. t goudenleeuwpl."
476,"Predikheerenlei","quai des dominicains","v. graslei t. hoornst."
477,"Predikheerenstraat","rue des dominicains","van predikheeren brug tot onderbergen."
478,"Priestersstraat","rue des prêtres","van s. salvatorstraat tot dok."
479,"Prinsenhof","cour du prince","van groot gewat tot rabotweg."
480,"Prinsestraat","rue du prince","van het prinsenhof tot de rabotstraat (voorgangde 1e prinsenhofzaksteeg)."
481,"Prinsensteeg of 1e prinsenhofzakstraat","impasse du prince","ziet prinsestraat. "
,"2e prinsenhofzakstraat of hofsteeg ","impasse de la cour ","in ’t prinsenhof, straat zonder eind."
482,"Prooststraat","rue du prévôt","van s. Machariusstraat tot cazematestraat."
483,"Puinstraat","rue des ruines","van boulev. Lousbergs tot boulev. van het kasteel."
484,"Quaadham",,"ziet spiegelstraat."
485,"Rabotstraat","rue du rabot","v. begijnendries t. begijnenvest."
486,"Rabotweg","passage du rabot","v prinsenhof t. begijnenvest."
487,"Raffinaderijst,","rue de la raffinerie","van waaistraat tot de lei (achterlei)."
488,"Ramstraat","rue du bélier","van hoogstraat tot burgstraat."
489,"Rapenstraat","r. des navets","v. l. violettest. t. Antheunisst."
490,"Rasphuisstraat","rue de la maison de force","van hoogstraat tot coupure (rechter oever)."
491,"Ravenstraat","rue du corbeau","van veldstraat tot de rivier (oude ajuinlei)."
492,"Recollettenlei","quai des récollets","v. oude ajuinlei t. lindelei."
493,"Recollettenplein","place du palais de justice, ou place du commerce, ancienne plaine des récollets","v. veldstraat en recollettenbrug tot ketelbrug."
494,"Reep","quai du bas-escaut","van brabantdam t. keizerkarelstr."
495,"Regattendreef","avenue des régates","van bleekersreke tot dok."
496,"Registerstraat",,"ziet rogierstraat."
497,"Regnessestraat","r. des régnesses","v. s. Jansstr. t. biezenkapel."
498,"Renodeinstraat",,"ziet hovenierstraat."
499,"Ridderstraat","r. des chevaliers","van baaisteeg t. spiegelstraat."
500,"Rietgracht",,"maakt nu deel van boulevard van het kasteel."
501,"Rietstraatje",,"ziet koolsteeg."
502,"Rioolstraat","ruelle de l'égoût","van twaalfkamersstraat tot coupure, rechter oever."
503,"Rhodscheaardeweg","chemin de Rode","v. kerkstr. t. Gentbrugge."
504,"Rogierstraat","rue du roger","van s. Pietersnieuwstraat tot s. Hubertstraat."
505,"Roigemstraat","rue de Roigem","van phoenixstraat t. geittenstraat en peterceliestraat."
506,"Rommelwater",,"ziet visscherijvest of boul. van het slachthuis."
507,"Roode koningst","r. des roitelets","v. oudburg t. kortekalversteeg."
508,"Roodelijvekensstraat","rue des filles-dieu ou des corsets-rouges","van slijpstraat tot chartreuzenstraat."
509,"Roodetorenkaai","quai de la tour rouge","van steendam tot kasteelkaai "
,"Roodetorenstraat ","r. de la tour rouge","v. kalvermerkt t. pasbrug."
510,"Roosstraat",,"ziet paradijszak."
511,"Roosendal",,"ziet kl s. Gillisstraat."
512,"Roosendalken","vallée aux roses","v. bagattestraat t. bloemstr."
513,"Roskamstraat","rue de l'étrille","v. nederpolder t. barrestraat."
514,"Rijkeclarenstraat","rue des riches claires","van s. lievenstraat tot boulevard Frère-Orban."
515,"Saliestraat","r. de la sauge","v. stoppelstraat t. 12 kamerstraat."
516,"Sasscheblindestraat","impasse du sas","in de sasschestraat."
517,"Sasschekaai","quai du sas","van de sassluis tot de sasschepoortbrug (voormuide)."
518,"Sasschepoortstraat",,"ziet voormuide."
519,"Sasschestraat","rue du sas","van voormuide tot sasschekaai."
520,"Savaanstraat","rue savaan","v. nederkouter t. walpoortbrugstr."
521,"Scheldekant","rive de l'escaut","van hundelgemschen steenweg tot brusselsche steenweg (Ledeberg)."
522,"Scheldesteeg","pass de l'escaut","v. Brabantdam t. kuiperskaai."
523,"Schepenhuisstraat","rue des échevins ou des grainiers","van hoogpoort tot onderstraat."
524,"Scheiergat","porte d'eau ou d’akkergem","van akkergemvest tot de lei."
525,"Schietspoelstraat","rue de la navette","is nettestraat (r. du fllet)."
526,"Schildstraat","rue du bouclier","v. groendreef t. brugschesteenw."
527,"Schoenlapperstraat","rue des savetiers","van langemunt, links, tot de rivier (kraanlei)."
528,"Schokkebroedersvest","rempart des Alexiens","van poel tot watergraafstraat "
,"Schoolkaai ","quai de l’école ","van de Pauwbrug tot boulevard van het kasteel."
529,"Schoolstraat","rue de l’école","van s. Machariusstr. t. cazematstr."
530,"Schouwburgstraat",,"ziet comediestraat."
531,"Schouwvagersstraat","rue des ramoneurs","v. houtlei t. holstr."
532,"Schreiboomstraat","rue de schreiboom ou d’Hebbrecht","van kortrijkschestraat tot de lei."
533,"Schuddeveestraat, op de koornmarkt, nu gesloten","rue de l’abri-bétail","van koornmarkt tot graslei."
534,"Schuddevischstraatje","rue de l’abri-poisson","zonder eind, op de groenselmarkt tusschen nrs 11 en 12."
535,"Schuur- of schuurkensstraat","rue de la grange","van stoppelbergstraat tot modenaaisteeg."
536,"Seminariestr","r. du seminaire","v. regnessenstr. t. bij s. Baafs."
537,"Serpentstraat",,"ziet wandelsteeg."
538,"S. Agneetestraat","r. s. Agnès","van lindelei t. wijngaardstraat."
539,"S. Amandplaats","place s. Amand","tusschen s. Pieterspl. en s. Amandstraat."
540,"S. Amandstr.","r. s. Amand","v. s. Pietersvrouwstr. t. heuvelstr."
541,"S. Annastraat","r. s. Anne","v. langeviolettestraat tot het begin van den boulevard Frère-Orban."
542,"S. Antoniuskaai","q s Antoine","v. academiebrug t. lievegang."
543,"S. Baafsklooster",,"ziet bij s. Baafs."
544,"S. Baafsplein","plaine s. Bavon","van bij s. Baafs tot reep."
545,"S. Baafsstraat","rue s. Bavon","van nederpolder tot bij s. Baafs. "
,"S. Barbarastraat ","rue s Barbe ","van ketelvest tot savaanstr. "
,"S Catherinastraat",,"ziet cathelijnestraat."
546,"S. Crispijnstr.","r. s. Crépin","v. wilderoosstr. t. vrouwmattenst."
547,"S. Élisabethgracht",,"ziet beggijnengracht."
548,"S. Elisabethplein",,"ziet beggijnendries."
549,"S. Élisabethsteeg","impasse s. Élisabeth","in de bloemstraat, zonder eind."
550,"S. Gillisstraat","rue s. Gilles","van slijpstraat tot s. Gillisbrug "
,"S. Hubert- of Huibrechtstraat ","rue s. Hubert ","van s. Pieters- vrouwstraat tot laurierstraat."
551,"S. Jacobsklooster",,"ziet bij s. Jacobs."
552,"S. Jacobsnieuwstraat","rue neuve s. Jacques","v. vlasmarkt tot beesten- of ossenmarkt."
553,"S. Jansdreef","avenue s. Jean","v. oudeschapenm. t. steendam."
554,"S. Janstraat","rue s. Jean","van catalognestraat tot bij s. Baafs."
555,"S. Jansvest","rempart s Jean","van kortedagsteeg t. brabandstr."
556,"S. Jorisstraat",,"ziet steendam."
557,"S. Josephstr.","r. s. Joseph","van de prooststr. t. s. Machariusstr."
558,"S. Lievensboulevard",,"ziet boulevard van s. Lieven."
559,"S. Lievensteeg",,"ziet lange krevelsteeg."
560,"S. Lievenstraat","rue s. Liévin","van langeviolettestraat tot s Lievenspoort (Ledeberg)."
561,"S. Lievensvest","remp. s. Liévin","v. muinkkaai t. dierentuindr."
562,"S. Machariusstraat","rue s. Macaire","van de Depauwbrug, spanjaardskasteel, tot prooststraat."
563,"S. Margueritest.","r s. Marguerite","v. geldmunt t. fabriekplaats."
564,"S. Martensblindeken","impasse s. Martin","op akkergemsstraat, zonder eind."
565,"S. Martenstraat","rue s. Martin","v. bestormstr. t. k. violettestr."
566,"S. Michielsplaats","place s. Michel","van koornlei en onderbergen tot s. Michielstraat."
567,"S. Michielstraat","rue s. Michel","van s. Michielsplein tot poel."
568,"S. Pharaïldeplaats",,"ziet veerleplaats."
569,"S. Pieterstraat","rue s. Pierre","van s. Pietersplein achter de kerk tot opperschelde (muinkkaai)."
570,"S. Pieters-Aalst","s. Pierre-Alost","van buiten de heuvelpoort en linker kant des kortrijkschensteenwegs tot Ledeberg, Zwijnaarde, s. Denijs en s. Pieters-Aigem."
571,"S. Pieters-Aigem","s. Pierre-Aigem","van buiten de kortrijkschepoort tot s. Pieters-Aalst, s. Denijs, Afsné en Drongen."
572,"S. Pietersnieuwstraat","rue neuve s. Pierre","van walpoortbrugstraat tot s. Pietersplein."
573,"S. Pietersplein","plaine s. Pierre","van s. Pietersnieuwstraat tot heuvelstraat."
574,"S. Pietersvrouwstraat","rue des femmes s. Pierre","van nederkouter tot s. Amandstraat."
575,"S. Salvatorstraat","rue s. Sauveur","van slijpstraat t. voormuide."
576,"Slachthuisstraat","rue de l’Abattoir","van het begin van den boulevard Lousbergs tot boulevard van ’t kasteel."
577,"Slekkenhoek","impasse des Limaçons","in de roodetorenstraat, zonder eind."
578,"Sleutelstraat","rue de la Clef","van brabantdam tot grijsberg."
579,"Sluizeken","place de l’écluse","van oudburg tot slijpstraat."
580,"Sluizekenskaai","quai de l'écluse","van tichelrij tot sluizeken."
581,"Slijpstraat","rue des remouleurs ou du remoulage","van sluizeken en korte steenstraat tot s. salvatorstraat."
582,"Spaansch hospitaalsteeg","impasse de l’hôpital espagnol","op de kalvermarkt, straat zonder eind."
583,"Spanjaardskasteel","château des Espagnols, vieille citadelle","van kasteelbrug tot aan de dampoort, tusschen de visscherij en den rietgracht, nu verdeeld in verscheidene straten."
584,"Spanjaardskasteelkaai",,"ziet kasteelkaai."
585,"Spanjaardskasteelbrugstraat",,"ziet kasteelbrugstraat."
586,"Spanjaardsstr.","r. des Espagnols","v. prooststr. t. slachthuisstr."
587,"Speldenstraat","r. des épingles","v. garenplaats t. speldenbrug."
588,"Spiegelstr.","r. du miroir","v. nederpolder t. s. Jacobsnieuwstr."
589,"Spinnersstraat","rue des fleurs","v. rooigemstraat t. weverstraat."
590,"Spijkerboorstraat","r. de la tarière","van slijpstraat tot de lei gr. meerhem."
591,"Stadhuissteeg","ruelle de l’hôtel-de-ville","van goudenleeuwplaats tot hoogpoort."
592,"Stalhof","rue des écuries","van heuvelstraat tot opperschelde (muinkkaai)."
593,"Statieplaats","rue de la station ou place ou rue du comte de Flandre","van statiestraat tot boulevaard Frère-Orban."
594,"Statiesteeg",,"ziet kleine statiestraat."
595,"Statiestraat","rue de la station","van arteveldeplein tot Lieven Bauwenplaats."
596,"Steendam","rue s. Georges ou steendam","van bij s. Jacobs tot roodetorenkaai (s. Jorisbrug)."
597,"Steenhouwersstraat","rue des tailleurs de pierre","van nieuwestraat tot langestraat, Ledeberg."
598,"Sterrestraat","rue de l’étoile","van koornmarkt tot predikheerenlei (s. Michielsbrug)."
599,"Sterrestraat, buiten de brugschepoort","rue de l’étoile, faub. de Bruges","van phoenixstraat tot zuidkaai."
600,"Sterrestraatje","petite rue de l'étoile","van kortrijkschestraat tot de lei."
601,"Steurstraat","r. de l'esturgeon","v. garenplaats tot druifsteeg."
602,"Stofstraat","r. de la poussière","v. recollettenlei t. onderbergen."
603,"Stokersstraat","r. des distillateurs","ziet ankerstraat."
604,"Stoppelbergstraat","r. mont-au-chaume","v. einde koornmarkt tot predikheerenlei."
605,"Stoppelstraat","rue du chaume","van annonciadenstraat tot Waarschootstraat."
606,"Stovesteeg","impasse du pole","op de beestenmarkt, z. eind."
607,"Straat zonder eind","r. sans fin","recht. kant langemunt, z. eind."
608,"Struifstraat","r. de l'omelette","v. engelandgat t. bestormstraat."
609,"Stuksken","rue de la pièce","v. zakkebandstr. t. koepoortkaai."
610,"Tavernierstraat",,"ziet zeugesteeg."
611,"Tempelhof ","rue des templiers ","van s. Margueritestraat tot lang schipgracht."
612,"Terneuschelaan","avenue de Terneuzen","van de sasschepoortbrug, buitenmuide tot meulestedeburg."
613,"Terplaten",,"ziet oude molenaarstraat."
614,"Theresianenstraat","rue des Thérésiennes","van holstraat tot coupure, rechter oever."
615,"Tichelrei","quai des tuileries","van sluizekenskaai tot roodelijvekenskaai (chartreuzenbrug)."
616,"Tinnepotstraat","r. dupot-d'étain","v. gr. gewat t. kortezilverstr."
617,"Tjooremaatjesmeersch",,"ziet Leopoldstraat, enz."
618,"Toevluchtstraat","rue du refuge","v. regnessestr. t. nederpolder."
619,"Tolhuiskaai",,"ziet nijverheidskaai."
620,"Tooveresstraat","r. des sorcières","ziet kl. binnenweg, Ledeberg."
621,"Turnerstraat",,"b. de keizerspoort, ziet pontstraat."
622,"Tusschen ’t pas",,"ziet roodetorenstraat."
623,"Twaalfkamersstraat","rue des douze chambres","van annonciadenstraat tot coupure, rechter oever."
624,"Twijndersstraat","rue des retordeurs","v. steurstr., zonder eind."
625,"Ukkelram",,"ziet belgradestraat."
626,"Universiteitstraat",,"ziet voldersstraat."
627,"Ursulinenstr.","r. des ursulines","v. zandberg t spiegelstraat."
628,"Vaarstraat","rue du canal","van bleekersreke tot dok."
629,"Valkstraat","rue du faucon","van veldstraat tot de rivier (oude ajuinlei)."
630,"Van Caneghemstraat","rue Van Caneghem","van groenstraat tot huidevetterken."
631,"Vandenbruggendoorgang","passage Vandenbruggen","v. statieplaats tot visscherij."
632,"Vanderdonckt's doorgang","passage Vanderdonckt","v. brabantdam tot statiestraat."
633,"Vanderdoncktgalerij",,"ziet Vanderdonckt's doorgang."
634,"Van Geertstraat","rue van Geert","Ledeberg, van brusselschesteenweg tot posthoornstraat."
635,"Van Lokerenstraat","rue Van Lokeren","Ledeberg, van brusselschesteenweg tot steenhouwersstraat."
636,"Van Wittenberghestraat","rue Van Wittenberghe","van rabotstraat tot boulev. van het begijnhof."
637,"Veerdamstraat",,"ziet drongenhof."
638,"Veerstraat","rue du ponton","van keizerkarelstraat tot nederschelde (visscherij)"
639,"Veergrepstraat","passage du ruisseau","van kortrijkschestraat tot de lei."
640,"Veerleplaats","place ste Pharaïlde","v. kraanlei t. hoogezonnestr."
641,"Veldstraat","rue des champs","v. koornmarkt t. recollettenplein."
642,"Vera-Paz",,"ziet sasscheblindestraat."
643,"Verguldenhoofdstraat",,"ziet druifsteeg."
644,"Verkensstraat","r. des cochons","v. pluimstr. t. korte zilverstr."
645,"Verlorenbroodstraatje","rue du pain perdu","van nederkouter tot coupure, linker oever."
646,"Verplanckestraat",,"ziet Waarschootstraat."
647,"Verspeyenstraat","r. Verspeyen","v. rabotstraat t. begijnenvest."
648,"Vervaekestraat","rue Vervaeke","is en deel van de voormuide."
649,"Vilderstraat",,"ziet kouterdreef."
650,"Violettenlei","quai des violettes","van houtlei t. annonciadenstr."
651,"Violettenstraat","rue des violettes","v. brabantdam t. vijfwindgatbrug."
652,"Visscherij","quai de la pêcherie","van tusschen de pas- en roodetorenbrug tot de Willembrug."
653,"Visscherij, linker oever","pêcherie, rive gauche","ziet boulevard Lousbergs."
654,"Visscherij",,"rechter oever, ziet visscherij."
655,"Visscherijvest of rommelwater","rempart de la pêcherie","ziet boulevard van het slachthuis."
656,"Vlasmarkt","marché au lin","v. bij s Jacobs t. s. Jacobsnieuwst."
657,"Vlasstraat","rue du lin","van leistraat tot kroonstraat."
658,"Voetweg","rue du sentier","van muinkbrugstr. tot heuvelstraat."
659,"Vogelmarkt","marché aux oiseaux","v. brabantstraat tot kouter."
660,"Vogelenzangk.","q. du ramage","v. molenaarstr. t geuzenberg."
661,"Voldersstraat","rue des foulons, des jésuites ou de l'université","van kalanderstraat tot veldstraat."
662,"Volmolenplaats","place du moulin à foulon","van roodetorenstraat tot nederschelde (aan de pasbrug)."
663,"Voormuide","rue voormuide","van s salvatorstr. t. buitenmuide."
664,"Vossenstraat","r. du renard","v. brugschesteenweg t. roigemstr."
665,"Vredestraat","rue de la paix","van wollestraat tot Leopoldstr."
666,"Vreesebeluik","cité Devreese, cité ouvrière","ziet Devreesebeluik."
667,"Vrouwenstraat",,"ziet s. pietersvrouwstraat."
668,"Vrouwenstraat",,"ziet lange wijngaardstraat."
669,"Vrouwmattestraat","rue des gardes-couches","van onderbergen tot engelandgat."
670,"Vrijdagmarkt","marché du vendredi","van grootkanonplaats tot oude vlasmarkt."
671,"Vrijheidstraat",,"ziet oranjeberg."
672,"Vijfwindgatstraat","rue des cinq vannes ou cinq-vents","van lange violettestraat tot boulevard Frère-Orban."
673,"Waaistraat","rue aux vents","van vrijdagmarkt t. garenplaats."
674,"Waarschootstraat","r. Waarschoot","v. ijperstraat t. stoppelstr."
675,"Wagemans- of Wagenaarstraat",,"ziet zwartezusterstraat."
676,"Walpoortbrugstraat","rue du pont-madou","van kortedagsteeg tot s pietersnieuwstraat."
677,"Wandelsteeg","rue de la promenade ou du serpent","van onderstraat tot kammersstraat, vrijdagmarkt "
,"Wapenplaats ","place d'armes","ziet kouter."
678,"Waterstraatje","ruelle de l'eau","op s. pietersnieuwstraat, eerste straat zonder eind, links."
679,"Waterpoort",,"ziet scheiergat."
680,"Watergraafstr","r. watergraaf","v. s. michielstr. t. engelandgat."
681,"Weezenstraat","r. des orphelins","v. barrest. t oude ossenmarkt."
682,"Weidestraat","rue du pâturage","van antwerpschesteenweg, s Amandsberg, tot weldadgheidistraat."
683,"Weldadigheidstraat","rue de la bienfaisance","Ledeberg, van hundelgemschesteenweg tot snottemuilstr., Gentbrugge."
684,"Weldadigheidstraat","rue de la Bienfaisance","v. antwerpschen steenweg tot meerschkantstr., s. amandsberg."
685,"Wellinckstraat","rue Wellink","van houtlei tot holstraat."
686,"Werkhuisstraat","r. de l’atelier","v. drongenscheweg t. leikaai."
687,"Werregarenstraat","r. du fil-tors","v. hoogpoort tot onderstraat. "
,"Weversstraat ","rue des tisserands  ","v brugschesteenweg tot roigemstraat."
688,"Wilderoosstr.","r. de l’églantine","v. onderbergen t. engelandgat."
689,"Willem Tellstraat","rue Guillaume Tell","van bagattestraat tot kalkstraat."
690,"Winkelsteeg","rue des boutiques","v. kleine beenhouwerstraat tot sleutelstraat."
691,"Wollestraat","rue aux laines","van dok tot dampoortstraat."
692,"Wolvensteeg","rue aux loups","v. vrijdagmarkt t. baudeloolei."
693,"Wolvenstraat","rue des loups","ziet kleine bellevuestraat."
694,"Wijngaardstraat","r. de la vigne","v. pekelharing t ijperstraat."
695,"IJkstraat","rue des jaugeurs","van s. Jansdreef tot het water."
696,"IJpersteeg","passage d’Ypres","v. ijperstr. t. coupure, recht. oever."
697,"IJperstraat","rue d'Ypres","v. violettelei tot coupure."
698,"IJzerstraat","rue du fer","van weverstraat tot roigemstraat."
699,"Zandsteeg",,"ziet schepenhuisstraat."
700,"Zaaimansstraat","rue des semeurs","van s. Margueritestraat tot kort schipgracht."
701,"Zagermansstr.","r. des scieurs","v. kortedagsteeg t. s jansvest."
702,"Zakkebandstraat","rue aux liens","v. koepoortkaai t. stuksken."
703,"Zandberg","place du sablon","v. einde hoogpoort t. koningstr."
