"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","III_canvas_URI"
218,11621,9840,"Hofstraat, Ledeberg,","Hofstraat, Ledeberg","rue du jardin","Rue du jardin","van boulevardstraat tot bellevuestraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
219,11622,3887,"Holstraat","Holstraat","rue de la caverne","Rue de la caverne","v. hoogstr. t. galgenbergstr.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
220,11623,3889,"Hoofdkerkstr.","Hoofdkerkstraat","r. de la cathédr.","Rue de la cathédrale","v. s. Baafstr. t. s. Baafsplein.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
221,11624,3841,"Hooge Scheldestr.","Hooge Scheldestraat","rue du haut escaut","Rue du haut escaut","ziet gouvernementstr.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
222,11625,3892,"Hoogezonnestraat","Hoogezonnestraat","rue haute du soleil","Rue haute du soleil","van veerleplaats tot burgstraat (onthoofdbrug).",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
223,11626,3893,"Hoogpoortstraat","Hoogpoortstraat","rue hautport","Rue hautport","v. groenselm. t. nederpolder.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
224,11627,4500,"Hoogpoortstraatje","Hoogpoortstraatje",,,"ziet werregarenstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
225,11628,3895,"Hoogstraat","Hoogstraat","rue haute","Rue haute","van poel tot brugschepoortstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
226,11629,3899,"Hoornstraat","Hoornstraat","rue de la corne","Rue de la corne","v. veldstraat t. predikheerenbrug.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
227,11630,3898,"Hooie","Hooie","place des prés","Place des prés","van Vanderbruggensteeg) tot Arteveldeplein.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
228,11631,3897,"Hooiaard","Hooiaard","place aux foins","Place aux foins","van koornmarkt tot pensmarkt en graslei.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
229,11632,3900,"Hospiciestraat","Hospiciestraat","rue de l’hospice","Rue de l’hospice","Ledeberg, van doorgangstr. tot snottemuilstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
230,11633,3902,"Hospitaalstr.","Hospitaalstraat","r. de l’hôpital","Rue de l’hôpital","v. akkergemst. t. n. wandeling.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
231,11634,3966,"Hospitaalstraatje","Hospitaalstraatje",,,"ziet kleine hospitaalstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
232,11635,3904,"Houtbriel","Houtbriel","rue du chantier","Rue du chantier","van oude schaapmarkt tot kalvermarkt.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
233,11636,3905,"Houtlei","Houtlei","quai aux bois","Quai aux bois","van torenbrug, hoogst., t. violettenlei.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
234,11637,3906,"Hoveniersberg","Hoveniersberg","montagne des jardiniers","Montagne des jardiniers","van hospitaalstraat tot akkergemvest.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
235,11638,3907,"Hoverniersstraat","Hoverniersstraat","rue des jardiniers","Rue des jardiniers","van hospitaalstraat tot akkergemvest.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
236,11639,3914,"Huurdochterstraat","Huurdochterstraat","rue des servantes","Rue des servantes","van koornlei tot s. Michielsplein.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
237,11640,3909,"Huidevetterken","Huidevetterken","rue des tanneurs","Rue des tanneurs","v. slijpstr. t. nieuwland en Godshuishammeken.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
238,11641,3910,"Huidevetterskaai","Huidevetterskaai","quai des tanneurs","Quai des tanneurs","v. achterlei t. nieuwland.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
239,11642,3911,"Huidevettershoek","Huidevettershoek",,,"zie groote en kleine huidevettershoek.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
240,11643,3913,"Hundelgemschesteenweg","Hundelgemschesteenweg","chaussée d’Hundelgem","Chaussée d’Hundelgem","van s. lievenspoort tot Meirelbeke.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
241,11644,3675,"Jerusalemsstraat","Jerusalemsstraat",,,"zie s. Barbarastraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
242,11645,4470,"Jesuitenstraat","Jesuitenstraat",,,"ziet voldersstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
243,11646,3916,"Jodenstr.","Jodenstraat","rue des juifs","Rue des juifs","v. gouvernementstr. t. nederscheldst.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
244,11647,3920,"Kaatsplaats","Kaatsplaats","place du jeu de paume","Place du jeu de paume","van drongenhof tot kortekalversteeg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
245,11648,3921,"Kalanderberg","Kalanderberg","place de la calandre","Place de la calandre","van kalanderstraat tot kouterdreef en lange meire.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
246,11649,3922,"Kalanderstraat","Kalanderstraat","rue de la calandre","Rue de la calandre","van mageleinstraat tot kalanderberg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
247,11650,8945,"Kalkstraat","Kalkstraat","rue de la chaux","Rue de la chaux","v. nederkouter t. s. huibrechtstr.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
248,11651,8944,"Kaleitje","Kaleitje",,,"zie kalkstraat, heuvelplein, enz.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=432&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.867/full/full/0/native.jpg"
249,11652,3923,"Kalvermarkt","Kalvermarkt","marché aux veaux","Marché aux veaux","v. gildestr. t. roodetorenst.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
250,11653,3924,"Kammersst.","Kammersstraat","r. des peignes","Rue des peignes","v. vrijdagmarkt t. koningstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
251,11654,3925,"Kanonikstraat","Kanonikstraat","rue des chanoines","Rue des chanoines","van kortrijkschestraat tot kazernstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
252,11655,4491,"Kanonstraat","Kanonstraat",,,"ziet waterstraatje.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
253,11656,4619,"Kapellaanstraat","Kapellaanstraat","rue du chapelain","Rue du chapelain","van de prooststraat tot de balliustraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
254,11657,3926,"Kapellestraat","Kapellestraat","r. de la chapelle","Rue de la chapelle","v. pekelharing t. s. agneetst.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
255,11658,3931,"Karrestraat","Karrestraat","r. des charrettes","Rue des charrettes","v. ijperstraat t. stoppelstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
256,11659,3934,"Kasteelkaai","Kasteelkaai","quai du château","Quai du château","v. roodetorenk. t. dampoortstr.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
257,11660,3935,"Kasteelplein","Kasteelplein",,,"ziet spanjaardskasteel.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=433&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.869/full/full/0/native.jpg"
