"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","III_canvas_URI"
350,11753,4291,"Krommenelleboog","Krommenelleboog",,,"ziet saliestraat ",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
351,11754,7068,"Krommenesch","Krommenesch","r. du tortillard","Rue du tortillard","v. keizerkarelstr. t. veerstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
352,11755,4038,"Krommewal","Krommewal","rue du fossé courbe","Rue du fossé courbe","van Baudeloolei tot het water (achterlei).",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
353,11756,4039,"Kromsteeg","Kromsteeg","rue tortue","Rue tortue","van catalognestraat tot bennesteeg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
354,11757,4617,"Kroonstraat","Kroonstraat","rue de la couronne","Rue de la couronne","v. weversstraat t. vlasstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
355,11758,4041,"Kruisstraat","Kruisstraat","rue de la croix","Rue de la croix","van bij s. Baafs t. kalanderberg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
356,11759,4040,"Kruisboogstraat","Kruisboogstraat","rue de l’arbalète","Rue de l’arbalète","van akkergemsstraat tot koornbloemstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
357,11760,4043,"Kuipersstraat","Kuipersstraat","rue des tonneliers","Rue des tonneliers","van plottersgracht tot lange steenstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
358,11761,4042,"Kuiperskaai","Kuiperskaai","quai des tonneliers","Quai des tonneliers","van Lieven Bauwensplaats tot oude scheldesteeg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
359,11762,4370,"Kwaadham","Kwaadham",,,"ziet spiegelstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
360,11763,4047,"Lammerstraat","Lammerstraat","rue de l’agneau","Rue de l’agneau","van s. Pietersnieuwstraat tot Lieven Bauwensplaats.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
361,11764,4049,"Land van Waasstraat, b. de dampoort","Land van Waasstraat, buiten de dampoort","rue du pays de Waas","Rue du pays de Waas","van dendermondschesteenweg tot antwerpschesteenweg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
362,11765,9070,"Lange beenhouwersstraat","Lange beenhouwersstraat","rue longue des bouchers","Rue longue des bouchers","van reep tot sleutelstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
363,11766,4050,"Lange bogaardstraat","Lange bogaardstraat","rue longue du verger","Rue longue du verger","v. brabantdam tot capuciennenham.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
364,11767,4051,"Lange kalversteeg","Lange kalversteeg","rue longue aux veaux","Rue longue aux veaux","van oudburg tot korte kalversteeg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
365,11768,4053,"Lange krevelsteeg","Lange krevelsteeg","rue longue des démangeaisons ou passage de la rue s. Liévin","Rue longue des démangeaisons|Passage de la rue Saint Liévin","v. keizerstr. tot s. Lievenstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
366,11769,4054,"Langemeire","Langemeire","r. l. du marais","Rue longue du marais","v. kalanderberg t. kortemeire.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
367,11770,4055,"Langemunt","Langemunt","rue longue de la monnaie","Rue longue de la monnaie","van groenselmarkt tot grootkanonplaats.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
368,11771,4217,"Lange penitentenstraat","Lange penitentenstraat",,,"ziet penitentenstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
369,11772,4057,"Lange steenstraat","Lange steenstraat","rue longue des pierres","Rue longue des pierres","van lievenstraat tot kortesteenstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
370,11773,4060,"Lange wijngaardstraat","Lange wijngaardstraat","rue longue de la vigne","Rue longue de la vigne","van reep tot lange bogaardstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
371,11774,4061,"Lang schipgracht","Lang schipgracht","rue longue des bateaux","Rue longue des bateaux","van lange steenstraat tot zaaimansstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
372,11775,9082,"Laurierstraat","Laurierstraat","rue du Laurier","Rue du Laurier","van s. Pietersnieuwstraat tot s. Huibrechtstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
373,11776,3838,"Leeuw te putte","Leeuw te putte",,,"ziet gouden leeuwplaats.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
374,11777,4070,"Leikaai, buiten de brugschepoort","Leikaai, buiten de brugschepoort","quai de la lys","Quai de la lys","van phoenixstraat tot Drongen.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
375,11778,4072,"Leistraat, buiten de brugschepoort","Leistraat, buiten de brugschepoort","rue de la lys","Rue de la lys","van roigemstraat tot leikaai.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
376,11779,4071,"Leisteeg","Leisteeg","ruelle de la lys","Ruelle de la lys","v. nederkouter t. de lei (lindelei).",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
377,11780,4075,"Leopoldstraat","Leopoldstraat","rue Léopold","Rue Léopold","van roodetorenkaai tot kasteelbrugstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
378,11781,4180,"Liberteitstraat","Liberteitstraat",,,"ziet oranjeberg.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
379,11782,4076,"Lievegang","Lievegang","passage de la liève","Passage de la liève","v. s. Antoniuskaai t. kluizestr.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
380,11783,4077,"Lievekaai","Lievekaai","quai de la liève","Quai de la liève","v kl. gewat t. korte zilverstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
381,11784,4079,"Lievestraat","Lievestraat","rue de la liève","Rue de la liève","v. lievebrug t. langesteensstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
382,11785,4078,"Lieven Bauwensplaats","Lieven Bauwensplaats","place Liévin Bauwens","Place Liévin Bauwens","van lammerstraat tot muinkkaai, dierentuindreef en statiestraat ",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=434&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.871/full/full/0/native.jpg"
383,11786,4081,"Lindelei","Lindelei","quai aux tilleuls","Quai aux tilleuls","van recollettenlei tot coupure, rechter oever.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
384,11787,4089,"Luxemburgstraat","Luxemburgstraat","rue du luxembourg","Rue du luxembourg","van kleine ramstraat tot ramstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
385,11788,4091,"Maagdestraat","Maagdestraat","r. de la pucelle","Rue de la pucelle","v. violettelei t. papegaaistraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
386,11789,9101,"Maaihoveken","Maaihoveken",,,"ziet kuiperskaai.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
387,11790,4092,"Mageleinstraat","Mageleinstraat","rue magelein ou aux marjolaines","Rue magelein|Rue aux marjolaines","van aan het belfort tot kalanderstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
388,11791,3850,"Mannekensaarde","Mannekensaarde",,,"ziet groot kanonplaats.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
389,11792,4092,"Marjoleinstraat","Marjoleinstraat",,,"ziet mageleinstraat.",,,"1875-01-01T00:00:00",,,"1875-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/PG7YGJB5","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:39AD8BD0-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=435&xywh=-904%2C0%2C4990%2C2730","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A39AD8BD0-5141-11EC-BB1E-55C200E43F28%3ADS.873/full/full/0/native.jpg"
