spacetime_volume_id,place_name,CRAB_code,CRAB,CRAB_code_comment,gent_gemapt_id,gent_gemapt_id_comment
2175,Jacobus De Keukelaerestraat,70475,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1111,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2176,Jeanne Nowéstraat,172613,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2177,Jef Tinelstraat,70524,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1164,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2178,Jozef Cardijnlaan,70547,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1191,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2179,Kleemstraat,70690,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1344,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2180,Koewachterstraat,70725,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1384,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2181,Korteheerweg,70775,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1438,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2182,Kouterbosstraat,70781,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1451,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2183,Krijtestraat,70803,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1475,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2184,Langenaarstraat,70856,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1536,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2185,Maalgaver,70966,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1665,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2186,Magergoed,70976,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1681,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2187,Magergoedkouter,70978,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1683,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2188,Molzelepad,71086,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1801,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2189,Muizelstraat,71106,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1824,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2191,Paardeweiken,71254,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1985,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2192,Pijphoekstraat,71331,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2064,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2193,Schaapscheerderstraat,71510,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2261,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2194,Schapenfokkerspad,71516,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2268,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2195,Schoenmakersstraat,71538,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2290,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2196,Schoonakker,71544,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2296,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2197,Sint-Arnoutstraat,71586,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2338,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2199,Sint-Laurentiuslaan,71616,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2372,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2200,Smalleheerweg,71669,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2428,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2202,Veldekensstraat,71853,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2625,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2203,Vossenbergstraat,71937,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2716,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2204,Vredesboompad,219868,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2205,Wolfputstraat,72042,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2836,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2206,Yvonne Fontainestraat,221550,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2207,Albert De Smetstraat,69559,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",72,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2208,Aleydispad,218323,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2209,Bieskensstraat,69710,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",250,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2210,Bragistraat,69788,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",340,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2211,Desteldonkdorp,69915,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",482,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2212,Dordrechtstraat,69940,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",510,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2213,Evenstuk,144728,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",647,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2214,Fritiof Nilsson Piratenstraat,142221,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",722,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2215,Jozefienenstraat,70562,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1207,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2216,Karel Bauwensstraat,70615,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1264,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2217,Knippegroen,70716,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1374,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2218,Koemeersstraat,70720,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1379,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2219,Lindestraat,70918,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4160,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2220,Lochtingstraat,70924,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1617,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2221,Moervaartkaai,71076,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1788,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2222,Moleneinde,71080,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1792,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2223,Putteveldestraat,71386,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2125,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2224,Rodenhuizekaai,71459,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2203,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2225,Rostijnestraat,71483,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2229,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2226,Sagastraat,71496,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2242,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2227,Smishoekstraat,71672,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2433,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2228,Spanjeveerstraat,71685,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2452,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2229,Terdonkkaai,71775,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2542,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2230,Vasco da Gamalaan,142237,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2617,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2231,Winkelwarande,72026,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2819,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2232,Zuidledeplein,72103,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2908,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2233,Achterdries,69518,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",27,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2234,Adolf Papeleupark,69532,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",42,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2235,Ajuinmarktstraat,69551,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",64,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2236,Alexis Dallièrestraat,69563,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",76,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2237,Antoon van Dyckstraat,69596,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",115,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2238,Arbedpark,185785,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2239,Armand Lonquestraat,69609,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",132,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2240,Arsenaalstraat,69610,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",134,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2241,Arthur Latourstraat,69611,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",136,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2242,Arthur Van Laethemstraat,69612,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",137,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2243,Avezoetestraat,69635,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",164,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2244,Bassijnstraat,69659,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",190,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2245,Bellevue,69683,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",217,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2247,Bellevuepark,185740,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4638,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2248,Bellevuestraat,69684,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",218,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2249,Berkendreef,69691,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",224,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2250,Blauwborstpad,213256,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2251,Blauwfabriekpad,142214,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",279,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2252,Bloemstraat,69745,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4149,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2253,Bosakker,69769,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",317,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2255,Braemstraat,69787,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",339,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2256,Breestraat,211826,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2257,Bruiloftstraat,69814,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",371,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2258,Charles De Costerstraat,69849,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",411,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2259,Claragoed,69862,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",425,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2261,Driebeekstraat,69952,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",522,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2262,Driesstraat,69958,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",530,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2263,Dwarsstraat,69978,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4152,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2264,Dwergkerspad,213259,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2267,Edmond Van Hoorebekestraat,69992,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",572,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2268,Emanuel Hielstraat,70024,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",609,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2269,Emiel Claeyslaan,70025,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",610,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2270,Emilienne Colepad,218094,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2271,Fitispad,213262,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2272,Floristenstraat,70084,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",680,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2273,Frans De Coninckstraat,70099,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",698,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2274,Fransevaart,70112,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",712,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2275,Frederik Burvenichstraat,70114,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",716,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2276,Gentbruggestraat,70163,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",773,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2277,Groeningestraat,70240,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",859,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2278,Grootoorvleermuispad,213263,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2279,Guldenmeers,70257,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",875,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2280,Hannah Arendtstraat,70296,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",916,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2281,Harmoniestraat,70302,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",922,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2282,Hélène Maréchalhof,70336,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",959,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2283,Henri-Joseph Reystraat,70359,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2284,Henri Bouckaertstraat,70348,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",972,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2285,Henri Pirennelaan,70354,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",980,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2286,Henri Van Daelestraat,70357,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",983,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2287,Hoefijzerstraat,70382,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1010,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2288,Hoveniersstraat,70429,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1062,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
2289,Huurhouderijstraat,70445,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1078,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
