spacetime_volume_id,place_name,CRAB_code,CRAB,CRAB_code_comment,gent_gemapt_id,gent_gemapt_id_comment
905,Sterrestraat,71729,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4472,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
906,Striemenbergstraat,71741,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2509,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
907,Sulkystraat,71752,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
908,Theofiel Lybaertstraat,71781,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2548,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
909,Waterstraat,71972,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",3235,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
910,Westveldpark,185781,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4645,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
911,Wijmakker,72006,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2795,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
912,Zomerwee,178608,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
913,Achtenkouterstraat,69517,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",26,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
914,Braamakker,163372,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
915,Brielkenpad,179831,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
916,Bruisteke,145495,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",372,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
917,Cristiaan Brosteauxstraat,69880,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",445,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
918,Domien Geersstraat,69930,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",498,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
919,Dwight Eisenhowerlaan,69979,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",555,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
920,Edmond Helderweirdtstraat,69989,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",568,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
921,Eekhoutdriesstraat,70000,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",581,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
922,Eikenplanterij,70006,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",588,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
923,François Van Impelaan,70093,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",692,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
924,Gasthuisstraat,70140,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",748,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
925,Godelieve Joliestraat,142222,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",805,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
926,Goedlevenstraat,70198,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",811,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
927,Groenstraat,70242,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4449,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
928,Handekenskruidstraat,70294,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",914,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
929,Harlekijnstraat,70301,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",921,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
930,Hof van Oombergen,181662,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
931,Hulsterlostraat,70440,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1072,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
932,Hyacinth Lippensstraat,70446,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1079,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
934,Kamerijkstraat,70594,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1241,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
935,Katoenstraat,70639,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1289,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
936,Kemzekestraat,70658,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1308,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
937,Koraalwortelstraat,70759,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1419,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
938,Koutergoedstraat,70783,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1453,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
939,Landmanstraat,70847,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1526,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
940,Leonard De Laviestraat,70896,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1584,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
941,Leonie Rammeloostraat,145847,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1585,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
942,Louise Derachestraat,145845,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1644,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
943,Marie-Thérèse de Courtebourneln,71004,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
944,Marie Mineurstraat,179833,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
945,Marie Pollstraat,216682,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
946,Martha Anthonisstraat,216684,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
947,Meerakker,71030,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1737,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
948,Meerhoutstraat,71032,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1740,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
949,Mendonkdorp,71052,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1760,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
950,Molzelehof,71085,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1800,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
951,Molzelestraat,71087,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1802,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
952,Mostwegel,71096,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
953,Muldersveld,71107,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1825,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
954,Onze Lieve Vrouwdreef,71194,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
955,Onze Lieve Vrouwstraat,71195,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1916,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
956,Ooistraat,71200,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1922,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
957,Pijkestraat,71327,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2060,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
958,Puigem,71381,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2119,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
959,Roger De Letterstraat,220377,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
960,Romain Clausstraat,71470,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2214,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
962,Schaapdries,144277,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2255,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
963,Simonne Verhellestraat,216687,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
964,Sint-Jozefstraat,71610,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4174,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
965,Sint-Rafaëlstraat,71635,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2391,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
966,Slotendries,71658,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2417,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
967,Stephania Demoorpad,216691,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
968,Ter Hand,167641,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
969,Vanillestraat,71841,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2611,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
970,Vendelpad,185694,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
971,Vendelstraat,71856,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2628,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
972,Venusschoentjestraat,71859,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2631,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
973,Vogeljacht,71921,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2700,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
974,Voordestraat,71926,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2705,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
976,Wespenorchisstraat,71991,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2778,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
977,Wildebrake,72010,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2800,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
978,Wilhelmina Druckerstraat,179836,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
979,Wulverdam,72052,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2848,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
980,Zangvogellaan,72064,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2865,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
981,Alisepad,218324,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
982,Barkstraat,69653,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",4407,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
983,Belgicastraat,69678,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",212,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
984,Bokstraat,69753,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",298,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
985,Bombardementstraat,217520,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
986,Busstraat,69833,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",396,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
987,Christoffel Columbuslaan,142216,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",419,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
988,Eddastraat,69982,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",559,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
989,Gustaaf Van Heckelaan,70269,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",887,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
990,Hullebusstraat,70437,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1069,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
991,Hulsdonk,70438,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1070,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
992,Jaak Janssensstraat,70472,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1108,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
994,Korte Mate,144729,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1432,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
995,Kuhlmannkaai,70821,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1496,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
996,Kuhlmannlaan,70822,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1497,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
997,Lange Mate,179149,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
998,Lichterveldestraat,70899,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1588,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
999,Liniestraat,217521,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1000,Mai Zetterlingstraat,70983,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1688,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1001,Marcel Herpelinckstraat,70995,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1701,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1003,Nonnestraat,71154,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1004,Oudetragel,71243,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",1976,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1005,Pleitstraat,71341,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2076,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1006,Rapenburgstraat,71400,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2139,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1007,Rechtstraat,71406,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2145,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1008,Riemekaai,71429,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2169,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1009,Schuitstraat,71557,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2309,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1010,Sprendonkstraat,71706,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2475,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1011,Twaalfroeden,71819,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2586,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1012,Veerpontstraat,71850,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2622,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1013,Willem van Rubroeckstraat,144730,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2810,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1014,Windgat,72021,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",2813,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1015,Achilles Heyndrickxlaan,69513,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",21,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1016,Adolf Van Ooteghemstraat,69535,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",45,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
1017,Ankerslaan,69590,Centraal Referentieadressenbestand (CRAB),"Place identifier from the Centraal Referentieadressenbestand (CRAB) that provides additional information about this spacetime volume, i.e. this place.",109,"Place identifier from the Gent Gemapt project that provides additional information about this spacetime volume, i.e. this place."
