WKT,Name,description,tessellate,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"LINESTRING (3.66808113826 51.0374918442,3.66826324833 51.0375076256,3.66829330237 51.0372352926,3.66830676722 51.0371421379,3.66834499053 51.0366038859,3.66836410399 51.0364090023,3.66834736388 51.0363441722,3.66834363587 51.0362908724,3.66834358826 51.03621855,3.66832205295 51.0360186509,3.66830818835 51.0359367487,3.66830397346 51.0359157929,3.66831044941 51.0358863407,3.66833197035 51.0358598275,3.66840671288 51.0358060442,3.66843428307 51.0357786193,3.66827684613 51.0357177713)",,,1,,,,9031,9031,
"LINESTRING (3.65099129904 51.0440712412,3.65103778147 51.04406522,3.65107585297 51.0440729226,3.65160869676 51.0443212893)",,,1,,,,9031,9031,
"MULTILINESTRING ((3.69898347689 51.0447865948,3.69901868007 51.044721969,3.6990702802 51.0445252078),(3.69798439219 51.0449393727,3.69772683172 51.0447325367),(3.69798439219 51.0449393727,3.69811909906 51.0449077258,3.69846673539 51.0449673237,3.69852071696 51.0449874394),(3.70154824967 51.0449602018,3.70153109814 51.0449452492,3.70152508571 51.044931921,3.70152528693 51.0449178495,3.70152419099 51.0449076761,3.70141987862 51.0448288931,3.7013911487 51.044756013,3.7011883163 51.0445912769),(3.69852071696 51.0449874394,3.69868476101 51.044901939,3.69898347689 51.0447865948),(3.69852071696 51.0449874394,3.69862238559 51.0450297832),(3.69773818194 51.045067354,3.69798439219 51.0449393727),(3.70195504725 51.0452290815,3.70175714031 51.0450674015,3.70167616168 51.0450281696,3.70162663576 51.0449872389,3.70161873598 51.0449849002,3.70160125027 51.0449825095,3.70158147835 51.0449778122,3.70156307726 51.044969999,3.70154824967 51.0449602018),(3.70086355825 51.0453866817,3.70081296244 51.0453428704,3.70067861759 51.0452386449,3.70069202585 51.0451943461),(3.70086355825 51.0453866817,3.70094290554 51.0453413376,3.70099487129 51.0453053794,3.7010558633 51.04527329,3.70120805947 51.045213095,3.70129337427 51.045173508,3.70136047393 51.0451376362,3.70141552269 51.0450978786,3.70145076899 51.0450112579,3.70154824967 51.0449602018),(3.6972649207 51.0454211877,3.69723000408 51.0453304753,3.69737468225 51.0452545372,3.69773818194 51.045067354),(3.69974655979 51.045452422,3.69966539251 51.0453868579,3.69909197092 51.0449390525,3.69908371001 51.0448817831,3.69904559359 51.0448373659,3.69898347689 51.0447865948),(3.70069715433 51.0454987532,3.70081132032 51.0454417178,3.70086355825 51.0453866817),(3.70069715433 51.0454987532,3.70057974452 51.04555724,3.7005301683 51.0455731892,3.7004893228 51.045578371,3.70044428846 51.0455767608,3.70039719967 51.0455683802,3.70036306548 51.0455546596,3.70033113487 51.0455368946,3.70018046045 51.0454197159,3.69974655979 51.045452422),(3.69953307426 51.0457657893,3.69962505187 51.0457467576,3.69964026304 51.0457246565,3.6996729195 51.045712894,3.6997108823 51.045708844,3.69975065072 51.0454837726,3.69974655979 51.045452422),(3.70101852842 51.045792604,3.70082075083 51.0455935396,3.70069715433 51.0454987532),(3.69635648859 51.0459485661,3.69625871146 51.0459087861,3.69616086157 51.045874068,3.69607299376 51.0458432006,3.69603901678 51.0458328856,3.69593502151 51.0458069853,3.69576900926 51.045766816,3.69551666171 51.0457159556),(3.69635648859 51.0459485661,3.69639491402 51.0459285411,3.69652205977 51.0458799219,3.69666947421 51.0458175019,3.6968027842 51.0457587951,3.6969301653 51.0456937313,3.69703127249 51.0456411652,3.69681490966 51.0454729239,3.69675631974 51.0454866072),(3.69791053001 51.0459923887,3.69783050449 51.0459295842,3.69785857235 51.0458893151),(3.69791053001 51.0459923887,3.69818613763 51.0458530609,3.69828058381 51.0458058219,3.69832593705 51.0457785497,3.69836880645 51.0457447849,3.69839639282 51.0457020261,3.69841124017 51.0456519049,3.6984093573 51.0456041178,3.69839581879 51.0455627454,3.69836048176 51.0455188179,3.698317271 51.0454861819,3.69826759596 51.0454567482,3.69820494925 51.0454361486,3.69813318374 51.0454244041,3.69805622956 51.0454158698,3.69798447663 51.0454033143,3.69791795549 51.0453843136,3.6978694806 51.0453605546,3.69782243493 51.045327086,3.6977920575 51.0452953338,3.69776951068 51.0452555283,3.69775973252 51.0452206534,3.69775649409 51.045177719,3.6977635279 51.0451348428,3.69773818194 51.045067354),(3.69791053001 51.0459923887,3.6976478743 51.0461245029,3.6975197979 51.0461877436,3.69749141113 51.0461964896,3.69746441496 51.046197954,3.69688529535 51.0462723911,3.6967103763 51.0462875912),(3.69825735427 51.0462640778,3.69791053001 51.0459923887),(3.6967103763 51.0462875912,3.69667746203 51.0462401346,3.69663824697 51.046175382,3.69658285236 51.0461193985,3.69651946364 51.0460608356,3.69644996278 51.0460085653,3.69635648859 51.0459485661),(3.69662295136 51.0474794802,3.69648558368 51.0473616496,3.69640059227 51.0472866687,3.69632571231 51.0472230816,3.69626372765 51.0471563295,3.69621578996 51.0470953253,3.69617068644 51.0470157147,3.69614999196 51.0469362395,3.69614346749 51.0468536094,3.69614716586 51.0467750844,3.69617533612 51.0466918424,3.69621095612 51.0466264539,3.69625929626 51.046570048,3.69631020469 51.0465136583,3.69636860776 51.0464718823,3.69642957013 51.046430932,3.69649172546 51.0463964674,3.69655639159 51.0463660667,3.6966300238 51.0463373356,3.6967103763 51.0462875912))",,,1,,,,9000,9000,
"MULTILINESTRING ((3.69655896346 51.0532093168,3.69694140592 51.0534451636,3.69733549864 51.0536935795,3.69691466937 51.0538942889),(3.69657171415 51.053679527,3.69691466937 51.0538942889),(3.69691466937 51.0538942889,3.69641028779 51.0541317715),(3.69613726373 51.0539566325,3.69641028779 51.0541317715),(3.69641028779 51.0541317715,3.69610919676 51.0542883436))",,,1,,,,9000,9000,
"LINESTRING (3.69096840699 51.0552113911,3.69095617014 51.0551790906,3.69110577556 51.0550437001,3.69117605077 51.055056253,3.6913072569 51.054939444,3.69131690571 51.0548994243,3.69133600659 51.0548777482,3.69134855875 51.0548516361,3.6913490645 51.0548403531,3.69132649522 51.0548323343,3.69132292622 51.0548086485,3.69126848651 51.0547229805,3.69127042598 51.0547233283)",,,1,,,,9000,9000,
"LINESTRING (3.70385027152 51.0563887442,3.70380511141 51.0564257711,3.70374409964 51.0565088358,3.70384133957 51.0568110321,3.70381776688 51.0568558619)",,,1,,,,9000,9000,
"LINESTRING (3.68664235055 51.0577726672,3.68670171751 51.0577507501,3.6868376398 51.0575114793,3.68686606968 51.057496078,3.68689842969 51.0574858068,3.68692777676 51.0574816715,3.68696096501 51.0574818635,3.68699408859 51.0574863602,3.68703787877 51.0574958408,3.68708740918 51.0575133522,3.68712817383 51.0575295824,3.68715819013 51.0575463682,3.68718716529 51.0575674519,3.68722295507 51.0575904214,3.68725673083 51.0576170695,3.68729566202 51.0576494463,3.68735295028 51.0576889627,3.68742106593 51.0577281415,3.6875190892 51.0577674641,3.68761927651 51.0577920366,3.68776726047 51.0578193435,3.68786857876 51.0578334641,3.68794407767 51.0578371449,3.68804342056 51.0578349943,3.6881518023 51.0578246408,3.68827509248 51.0578044346,3.68843185119 51.0577653513,3.68849661074 51.0577423463,3.68858605599 51.0577004144,3.68878185998 51.0575938832,3.68903285376 51.057451373,3.68925615248 51.0573339269,3.6896298202 51.0571459806,3.68983353295 51.057032725,3.68995564634 51.0569589912,3.69013513692 51.0568326763,3.69028619582 51.0567148119,3.69035272685 51.0566370641,3.69038011558 51.0565658593,3.69038903316 51.0564890108,3.69038807376 51.0564207165,3.69036874201 51.0563485497,3.69031212299 51.056213956,3.69029497775 51.0561340358,3.69028593531 51.0560504712,3.69030071888 51.0559398199,3.69031997966 51.0558264693,3.69032472636 51.0557985384,3.69032846245 51.055742732,3.69031903553 51.0556859238,3.6902958051 51.0555512282)",,,1,,,,9000,9000,
"LINESTRING (3.72588555377 51.0594187983,3.72582375956 51.0593150652,3.72584679596 51.0592653986,3.72581923655 51.0592302637,3.72576229953 51.0591371042,3.72574543186 51.0590657841,3.7257164037 51.0590138926,3.72567089325 51.0589491647,3.7254591262 51.0586889676,3.72540161426 51.0585881847,3.72537131049 51.058542661,3.72532843929 51.0584588281,3.72529030132 51.0584114523)",,,1,,,,9000,9000,
"MULTILINESTRING ((3.72483346039 51.0590624783,3.72475460807 51.0590917114,3.72463972163 51.0591477171,3.72462962277 51.059152265,3.72427207532 51.0593560002),(3.72427207532 51.0593560002,3.72431215096 51.0593987419),(3.72431215096 51.0593987419,3.72439397221 51.0594879679),(3.72395515328 51.0594996207,3.72395906993 51.0594711167,3.72418765524 51.0593615655,3.72420044096 51.0593573581,3.72421211547 51.059356374,3.72424689644 51.0593574885,3.72427207532 51.0593560002),(3.72395515328 51.0594996207,3.7240564536 51.0595045108),(3.7240564536 51.0595045108,3.72406852696 51.0595032274,3.72419977531 51.0594429114,3.72420565119 51.0594479866,3.72431215096 51.0593987419),(3.72410359988 51.0595685621,3.7240564536 51.0595045108),(3.7234316331 51.0596579961,3.72349067307 51.0596178682,3.72356943556 51.0595834168,3.72394679715 51.0594992165,3.72395515328 51.0594996207))",,,1,,,,9000,9000,
"LINESTRING (3.7160618051 51.0615573271,3.71598272012 51.0615389286,3.71574886709 51.0615588148,3.71563342908 51.0612723178)",,,1,,,,9000,9000,
"LINESTRING (3.69519675367 51.0613507324,3.69505679795 51.0614201294,3.6950120852 51.0614537196,3.69497679399 51.0614913432,3.69491139035 51.0615919459)",,,1,,,,9000,9000,
"LINESTRING (3.69114915252 51.0670836805,3.69118740278 51.0671173326,3.6914217957 51.0672539833,3.69143625498 51.0672649771,3.69174307277 51.0674438536,3.69182068182 51.0674597687,3.69200199777 51.0674901284)",,,1,,,,9000,9000,
"LINESTRING (3.69245646895 51.0677727624,3.69259685317 51.0677969569,3.69305369321 51.0678756913)",,,1,,,,9000,9000,
"LINESTRING (3.64960728984 51.054786777,3.64965981703 51.0548557626,3.64986136214 51.0550853741,3.65007477401 51.055279602,3.6500710442 51.0553055106,3.65006522492 51.0553459426)",,,1,,,,9031,9031,
"LINESTRING (3.64738453443 51.0559389057,3.64692288571 51.0558551172,3.64684899928 51.0558429948,3.64674194795 51.0558802689,3.64648429585 51.0560770897,3.6463460056 51.0561885702,3.64624676692 51.056223918)",,,1,,,,9031,9031,
"LINESTRING (3.63760040146 51.0608942247,3.63679651349 51.0605493179,3.63690507758 51.0604581128,3.63681917169 51.0604204015)",,,1,,,,9031,9031,
"LINESTRING (3.71429784716 51.0766216067,3.71436429823 51.0767209653,3.7143528519 51.0767474218,3.71431938516 51.0767639822,3.71415919758 51.0768119437,3.71397891469 51.0768709553,3.71384319182 51.0769120723,3.71370080885 51.0769545477,3.71352520798 51.0769954429,3.71334288591 51.0770418831,3.71313844642 51.0770854076,3.71300960555 51.0771098146,3.71284747132 51.0771382213,3.71253455846 51.0771755601,3.71244357259 51.0771862197,3.71237930981 51.0771872581,3.7123023727 51.0771714479)",,,1,,,,9032,9032,
"LINESTRING (3.70611002494 51.0832674768,3.70713988772 51.0832058386)",,,1,,,,9032,9032,
"LINESTRING (3.70456583085 51.0836696028,3.70392019548 51.0837082144,3.7033551372 51.083700537,3.70325371291 51.0837071564)",,,1,,,,9032,9032,
"LINESTRING (3.70029566309 51.0836715626,3.70084805872 51.083766377,3.70115697857 51.0838211622,3.70125876218 51.0837893759)",,,1,,,,9032,9032,
"LINESTRING (3.71642518351 51.08360631,3.71628102547 51.0836073111,3.71615651807 51.0837342696,3.71592472398 51.0839136603,3.71588180517 51.0838899234)",,,1,,,,9032,9032,
"LINESTRING (3.71216584046 51.0858902145,3.71175968966 51.0861513365,3.7117586045 51.0862286385,3.71171927715 51.0862850521)",,,1,,,,9032,9032,
"LINESTRING (3.72639655234 51.0366042017,3.72580514378 51.0365892566,3.72427796827 51.0365407981,3.72250674744 51.0364923227,3.72208599184 51.0364854385)",90005432,,1,90005432,90005432,70620,9000,9000,Karel Lodewijk Ledeganckstraat
"MULTILINESTRING ((3.71705282203 51.0663006489,3.71708920649 51.0661636696,3.71713390397 51.0660011633,3.7171492939 51.0659559105,3.71716469821 51.0659094953,3.71718564064 51.0658631083,3.71721038024 51.0658086084,3.71723314894 51.065763395,3.71725585655 51.0657228326,3.71728229847 51.0656788034,3.7173388555 51.0655919265,3.71738594788 51.0655224336,3.71741795395 51.0654761111,3.71742934549 51.0654529241,3.71745399257 51.0654053952,3.7174711432 51.0653659655,3.71754001614 51.0651896429,3.71765658602 51.0648996558,3.71771583171 51.0647453439,3.71779554821 51.0645377179,3.71807137053 51.0645627496),(3.71705282203 51.0663006489,3.71703182301 51.0663797087),(3.71707935018 51.0663049838,3.71705995735 51.0662939548,3.71710484616 51.0662498121,3.71711301724 51.0662447518,3.71712175156 51.0662440156,3.71713042659 51.0662475969,3.7171340441 51.0662562556,3.71708415347 51.066303879,3.71707935018 51.0663049838),(3.71707935018 51.0663049838,3.71707415073 51.0663061795,3.71705282203 51.0663006489),(3.71703182301 51.0663797087,3.7170996548 51.0663165322,3.71707935018 51.0663049838),(3.71703182301 51.0663797087,3.71702106569 51.0664202067,3.71696687122 51.0666024238,3.71693608686 51.0666929321,3.71689784737 51.0667892095,3.7168520827 51.0668959059,3.71679897071 51.0670002412,3.71672631586 51.0671388308),(3.71696738865 51.0665153082,3.71698110323 51.066426947,3.71703182301 51.0663797087),(3.71670271802 51.0671348787,3.71670065998 51.0671263552,3.71669335129 51.0671190363,3.71668362882 51.067113079,3.71667256337 51.0671098602,3.71663158672 51.0671017804),(3.71670271802 51.0671348787,3.71672631586 51.0671388308),(3.71670271802 51.0671348787,3.71669887503 51.0671439713,3.71666505076 51.0671923209,3.71664404186 51.0672302965,3.71662496973 51.0672695112,3.71661690735 51.0672885132,3.71661370037 51.0673087694,3.71661631716 51.0673309037,3.71661817487 51.067346868),(3.71672631586 51.0671388308,3.7167193665 51.0671520895,3.71669391902 51.0672010708),(3.71672631586 51.0671388308,3.71674871985 51.0671425837,3.71671404757 51.0672058149),(3.71669391902 51.0672010708,3.71661817487 51.067346868),(3.71671404757 51.0672058149,3.71669391902 51.0672010708),(3.71671404757 51.0672058149,3.71670511383 51.0672221078,3.71669723021 51.067268783,3.71669989282 51.0672722164,3.71670617923 51.06727567,3.71671429191 51.0672774262,3.71672246838 51.0672746217,3.71672887606 51.067268958,3.71672069421 51.0672073809,3.71671404757 51.0672058149),(3.71661817487 51.067346868,3.7166169891 51.0673491514,3.71657008806 51.0674295626,3.71653089636 51.0675129,3.71649253021 51.0676073032,3.7164629963 51.0676974527,3.71644719044 51.0677821512,3.7164439574 51.0678742919,3.71644336721 51.0679166797),(3.71661817487 51.067346868,3.71662153996 51.0673757798,3.71661796557 51.0674224537,3.71660990588 51.0675108796,3.71660364822 51.0675403355,3.71659445486 51.0675703897,3.71654060445 51.0677261441,3.71651006982 51.0678181337,3.71648295956 51.0678745076,3.71644336721 51.0679166797),(3.71644336721 51.0679166797,3.71644493747 51.0679515353,3.71644505335 51.0679985575,3.71643891157 51.0680528172,3.71641284875 51.0682116764,3.71640188571 51.0682806956,3.71638696469 51.0683576883,3.71637461645 51.0684708123,3.71636202656 51.0686013863,3.71635707594 51.0687356392,3.71635285206 51.0688732899,3.71629371866 51.0689399413))",,,1,,,,9000,9000,
"LINESTRING (3.70601211666 51.0717346559,3.7056454001 51.0716355112,3.70551069413 51.0716482639,3.70559040165 51.0717313431)",,,1,,,,9000,9000,
"MULTILINESTRING ((3.74583172478 51.071865509,3.7458303261 51.0718492206,3.74556039135 51.0716519492),(3.74583172478 51.071865509,3.74552754445 51.0720246933,3.74544437303 51.0720644441),(3.74757105092 51.0721800765,3.74583172478 51.071865509))",,,1,,,,9000,9000,
"LINESTRING (3.72183505195 51.0752302806,3.72192697835 51.0752173539,3.72193803392 51.0752546806,3.72194507761 51.0753033289,3.72193148161 51.0753567226,3.72188239407 51.0754658234,3.72187659814 51.0755127804,3.72187730331 51.0755549112,3.7218910134 51.0755865823,3.72191104044 51.0756263887,3.72193752996 51.0756638004,3.72238184569 51.0760067727,3.72244403965 51.0760542608,3.72246008805 51.0760873669)",,,1,,,,9000,9000,
"MULTILINESTRING ((3.75373468853 51.0740326719,3.75376569568 51.0743307266,3.75375490062 51.0744341303,3.75370074569 51.0745950819,3.75367370999 51.0746536849),(3.75373468853 51.0740326719,3.753880592 51.0740048914,3.75395146728 51.0739981251,3.75401941046 51.0739990744,3.75408630081 51.0740083417,3.75416817326 51.0740266054,3.75426779733 51.0740586388,3.75435233149 51.0740899977,3.75440954968 51.0741170523,3.75446853127 51.0741536298,3.75451142941 51.0741930972,3.75454107651 51.0742354673,3.75454708265 51.0742812832,3.75455309597 51.0743265041,3.75459512904 51.0743600195,3.75464951575 51.0743870598,3.75472283354 51.0744100357,3.75480566001 51.0744277105,3.75487158288 51.0744387563,3.75493458981 51.0744563272,3.75499457751 51.0744881532,3.75507023542 51.0745486008,3.75526279379 51.0747636577),(3.75231319712 51.0741610418,3.75245412572 51.0741486008,3.75251453383 51.0741600897,3.7526087689 51.0741712844,3.75270683438 51.0741783369,3.75281156088 51.0741812623,3.75291070255 51.0741782127,3.75301178727 51.0741710107,3.75313280741 51.0741549929,3.75373468853 51.0740326719),(3.75526279379 51.0747636577,3.75630899423 51.0749042243,3.75634693997 51.0749299469),(3.75526279379 51.0747636577,3.75556728135 51.0751083315,3.75557891364 51.0751338243),(3.75496633987 51.0751129146,3.75521534747 51.0751220806,3.75525222062 51.0751172775,3.75534654103 51.0751220552,3.75557891364 51.0751338243),(3.75557891364 51.0751338243,3.75559054412 51.0751593166,3.75568945403 51.0753853314,3.75572309773 51.0756252644,3.75573649521 51.0758989645,3.75574611616 51.0759204045,3.75573940754 51.0760005851,3.75573595083 51.0760486998,3.75572293514 51.0760700223,3.75533507494 51.0764084831,3.75532855946 51.0766901026,3.7548520014 51.0766706875,3.75482356882 51.076685833))",,,1,,,,9000,9000,
"LINESTRING (3.72880738083 51.084442682,3.72873084976 51.084378923,3.72875216318 51.0842995994,3.72876184702 51.0842876593,3.72877944502 51.0842188078,3.72877946478 51.0841881369)",,,1,,,,9000,9000,
"LINESTRING (3.70180275047 51.0407021501,3.70195703433 51.0407459156,3.7021259733 51.0407247519,3.70226716151 51.0407448147,3.70243964703 51.0408720846,3.70239241002 51.041010243,3.70222107165 51.0411205849,3.70211904998 51.0413704569,3.70195721848 51.0414487442,3.70214601291 51.0416231991,3.7024268137 51.041829923,3.70245851704 51.0418532958,3.70235816444 51.0419760938)",,,1,,,,9000,9000,
